index,Class,score,video_x
179_3_49,0,0.2901197792648329,179_3
179_3_50,0,0.2799688187820981,179_3
179_3_51,0,0.2701439016660471,179_3
179_3_52,0,0.2657323472464414,179_3
179_3_53,0,0.2634657250994816,179_3
179_3_54,5,0.2594301031757771,179_3
179_3_55,5,0.2522780898885563,179_3
179_3_56,6,0.2424100304514864,179_3
179_3_57,6,0.2345982427742733,179_3
179_3_58,6,0.2266193256802373,179_3
179_3_59,6,0.2188260920671994,179_3
179_3_60,6,0.2126075245278109,179_3
179_3_61,6,0.2079920318103253,179_3
179_3_62,5,0.1988976524044894,179_3
179_3_63,5,0.188699381790829,179_3
179_3_64,5,0.1835654484620676,179_3
179_3_65,5,0.1777853466005609,179_3
179_3_66,5,0.1680741309285265,179_3
179_3_67,5,0.1569179696338861,179_3
179_3_68,5,0.1495298467385681,179_3
179_3_69,5,0.1427946413118221,179_3
179_3_70,5,0.1374439404678389,179_3
179_3_71,5,0.1314359828914535,179_3
179_3_72,5,0.1218061077340774,179_3
179_3_73,5,0.114191575118534,179_3
179_3_74,5,0.1057887579897198,179_3
179_3_75,0,0.1016972526041444,179_3
179_3_76,0,0.0988666932155568,179_3
179_3_77,0,0.0874366493537688,179_3
179_3_78,0,0.0774357469034168,179_3
179_3_79,0,0.0712954183325614,179_3
179_3_80,0,0.0632261252797096,179_3
179_3_81,0,0.0552633701884515,179_3
179_3_82,0,0.0464555771177132,179_3
179_3_83,0,0.0389250974887342,179_3
179_3_84,0,0.0320500999168603,179_3
179_3_85,0,0.0249256380777103,179_3
179_3_86,0,0.0193887760839149,179_3
179_3_87,0,0.0143107085468595,179_3
179_3_88,0,0.0085342763859073,179_3
179_3_89,0,0.0,179_3
180_3_1,3,0.0,180_3
180_3_2,3,0.0070395528088054,180_3
180_3_3,3,0.0147671598376884,180_3
180_3_4,3,0.0138896460804838,180_3
180_3_5,3,0.0182853084440973,180_3
180_3_6,3,0.0262626083315067,180_3
180_3_7,3,0.0295979258222785,180_3
180_3_8,3,0.0299591768181995,180_3
180_3_9,3,0.0302756388985223,180_3
180_3_10,3,0.032464096237171,180_3
180_3_11,3,0.0330754943867192,180_3
180_3_12,3,0.0368621551244199,180_3
180_3_13,3,0.0443934040549827,180_3
180_3_14,3,0.0503003739018067,180_3
180_3_15,3,0.055686964684766,180_3
180_3_16,3,0.0608781596196272,180_3
180_3_17,3,0.0649379305469861,180_3
180_3_18,3,0.0663255994710715,180_3
180_3_19,3,0.0693715309346449,180_3
180_3_20,3,0.0741489382047418,180_3
180_3_21,3,0.0811925288785979,180_3
180_3_22,3,0.082843549876803,180_3
180_3_23,3,0.0877123251371829,180_3
180_3_24,3,0.1005927053879698,180_3
180_3_25,3,0.1128556830384004,180_3
180_3_26,3,0.1176353537870754,180_3
180_3_27,0,0.1232900591147149,180_3
180_3_28,0,0.1304826462057522,180_3
180_3_29,0,0.1338185405973598,180_3
180_3_30,0,0.13631185593165,180_3
180_3_31,0,0.1402555706966011,180_3
180_3_32,0,0.1437841576875828,180_3
180_3_33,0,0.1503450962496337,180_3
180_3_34,0,0.1586441527185791,180_3
180_3_35,0,0.1659085251293642,180_3
180_3_36,0,0.1671178993763892,180_3
180_3_37,0,0.1733037172034738,180_3
180_3_38,0,0.1800275899886012,180_3
180_3_39,0,0.1876061079773448,180_3
180_3_40,0,0.1930774637995735,180_3
180_3_41,0,0.1939106842081322,180_3
180_3_42,0,0.193061692574792,180_3
180_3_43,0,0.1954110223971435,180_3
180_3_44,5,0.1941018651020745,180_3
180_3_45,5,0.199802274307086,180_3
180_3_46,5,0.2015881096882252,180_3
180_3_47,5,0.2035790909958538,180_3
180_3_48,5,0.2083438891446037,180_3
180_3_49,5,0.214620420473656,180_3
180_3_50,5,0.2224208213129498,180_3
180_3_51,5,0.2321203699454825,180_3
180_3_52,5,0.2364309271599516,180_3
180_3_53,0,0.2451927262670417,180_3
180_3_54,0,0.2483662975694535,180_3
180_3_55,0,0.2549949256330008,180_3
180_3_56,0,0.2619767935397363,180_3
180_3_57,0,0.2729770507068861,180_3
180_3_58,0,0.2792960195497193,180_3
180_3_59,0,0.2861525208362558,180_3
180_3_60,0,0.2950894295446173,180_3
180_3_61,0,0.2980455763688118,180_3
180_3_62,0,0.300201187520191,180_3
180_3_63,0,0.3056092218684204,180_3
180_3_64,5,0.3113408913011635,180_3
180_3_65,5,0.3191743111250092,180_3
180_3_66,5,0.327135639769664,180_3
180_3_67,5,0.3357500369208679,180_3
180_3_68,5,0.3436240184549425,180_3
180_3_69,5,0.3471670643980017,180_3
180_3_70,5,0.3489671009074842,180_3
180_3_71,5,0.3485001160127288,180_3
180_3_72,5,0.3512594404775407,180_3
180_3_73,5,0.3534293236913539,180_3
180_3_74,5,0.3516695625600329,180_3
180_3_75,5,0.3578157769041462,180_3
180_3_76,5,0.3612758740592731,180_3
180_3_77,5,0.3671205075136297,180_3
180_3_78,3,0.3663328603488259,180_3
180_3_79,3,0.3650365131453952,180_3
180_3_80,3,0.373971276770175,180_3
180_3_81,3,0.3828006825323398,180_3
180_3_82,3,0.3877367005579885,180_3
180_3_83,3,0.396441776596507,180_3
180_3_84,3,0.3970793388575221,180_3
180_3_85,0,0.4037674434279422,180_3
180_3_86,0,0.4047408603397714,180_3
180_3_87,0,0.4070895913660121,180_3
180_3_88,0,0.4080016609804904,180_3
180_3_89,0,0.4096789502204462,180_3
180_3_90,0,0.4097266460083326,180_3
180_3_91,5,0.413506005514405,180_3
180_3_92,5,0.414573583236355,180_3
180_3_93,5,0.4178787620082032,180_3
180_3_94,5,0.4206285054855662,180_3
180_3_95,5,0.425333308732653,180_3
180_3_96,5,0.4309139171918391,180_3
180_3_97,5,0.4339017262180289,180_3
180_3_98,5,0.4319973216678676,180_3
180_3_99,5,0.426902992592759,180_3
180_3_100,5,0.4296392918566398,180_3
180_3_101,5,0.4392106001631277,180_3
180_3_102,5,0.4431734267049811,180_3
180_3_103,5,0.449723997281262,180_3
180_3_104,5,0.456486714552768,180_3
180_3_105,5,0.4673659450097711,180_3
180_3_106,5,0.4762080253339471,180_3
180_3_107,3,0.496238379534363,180_3
180_3_108,3,0.5068710449246553,180_3
180_3_109,3,0.5097695084474905,180_3
180_3_110,3,0.5087402619441427,180_3
180_3_111,3,0.5075295968065107,180_3
180_3_112,3,0.5032205437508813,180_3
180_3_113,3,0.501549017601946,180_3
180_3_114,0,0.5058060625136223,180_3
180_3_115,0,0.5218620728826349,180_3
180_3_116,0,0.5324219109111076,180_3
180_3_117,0,0.537594164751317,180_3
180_3_118,0,0.5404036033021873,180_3
180_3_119,5,0.5525835350849727,180_3
180_3_120,6,0.5695439654263902,180_3
180_3_121,6,0.5844555440477771,180_3
180_3_122,6,0.5882681832891651,180_3
180_3_123,6,0.5850746441330488,180_3
180_3_124,6,0.5823670285028898,180_3
180_3_125,6,0.5825752177785644,180_3
180_3_126,6,0.586517846525645,180_3
180_3_127,6,0.5924374647490056,180_3
180_3_128,6,0.5951802643941813,180_3
180_3_129,6,0.6005310040261117,180_3
180_3_130,6,0.6045301568341627,180_3
180_3_131,6,0.6135316416432828,180_3
180_3_132,6,0.6286637831761973,180_3
180_3_133,6,0.6331075785409941,180_3
180_3_134,6,0.643594586409051,180_3
180_3_135,6,0.6534587067069016,180_3
180_3_136,6,0.66697639739438,180_3
180_3_137,6,0.6865287385425634,180_3
180_3_138,6,0.7102796908755756,180_3
180_3_139,6,0.7470629589372838,180_3
180_3_140,6,0.809178992329928,180_3
180_3_141,6,0.8913940106226486,180_3
180_3_142,6,0.9595507823350716,180_3
180_3_143,6,1.0,180_3
180_3_144,6,0.954090676056924,180_3
180_3_145,6,0.8743189576861419,180_3
180_3_146,6,0.812064814939182,180_3
180_3_147,6,0.7815103554222544,180_3
180_3_148,6,0.7609305668288368,180_3
180_3_149,6,0.7406526035244466,180_3
180_3_150,6,0.7242770052295736,180_3
180_3_151,6,0.7010357625645369,180_3
180_3_152,6,0.6794374898853127,180_3
180_3_153,6,0.6677419206986486,180_3
180_3_154,6,0.658354580172634,180_3
180_3_155,6,0.6460706965879466,180_3
180_3_156,6,0.6370145731446665,180_3
180_3_157,6,0.6310326468645187,180_3
180_3_158,6,0.6205793418769874,180_3
180_3_159,6,0.6117881957733305,180_3
180_3_160,6,0.60765601991245,180_3
180_3_161,6,0.6004039822605628,180_3
180_3_162,6,0.596051922257651,180_3
180_3_163,6,0.5987524069595396,180_3
180_3_164,6,0.5976773541887708,180_3
180_3_165,6,0.590235242710286,180_3
181_3_1,5,0.0,181_3
181_3_2,5,0.029674767918108,181_3
181_3_3,5,0.0437042917382424,181_3
181_3_4,5,0.0333943956464807,181_3
181_3_5,5,0.0226812608301635,181_3
181_3_6,5,0.0179807203718551,181_3
181_3_7,5,0.0211607160784837,181_3
181_3_8,0,0.0272197883640561,181_3
181_3_9,0,0.0328839805752697,181_3
181_3_10,0,0.0371004935294108,181_3
181_3_11,0,0.0387350110655473,181_3
181_3_12,0,0.0439109808739333,181_3
181_3_13,0,0.0530842022665556,181_3
181_3_14,0,0.068850452051674,181_3
181_3_15,5,0.0890986105201867,181_3
181_3_16,5,0.1159826672013955,181_3
181_3_17,5,0.1475970671387311,181_3
181_3_18,6,0.1799833302573679,181_3
181_3_19,5,0.2112602649958601,181_3
181_3_20,5,0.2282611809810096,181_3
181_3_21,5,0.2342586422124107,181_3
181_3_22,5,0.233752075541141,181_3
181_3_23,5,0.2328261650907863,181_3
181_3_24,5,0.230915350129943,181_3
181_3_25,5,0.2305732315308826,181_3
181_3_26,5,0.2392965633765925,181_3
181_3_27,5,0.2597668686391109,181_3
181_3_28,5,0.2895882139844959,181_3
181_3_29,5,0.3169215455541712,181_3
181_3_30,6,0.3374125935424164,181_3
181_3_31,5,0.3405075300339426,181_3
181_3_32,5,0.3141213438112996,181_3
181_3_33,5,0.2898792934635862,181_3
181_3_34,5,0.2798380484078103,181_3
181_3_35,5,0.2740995160150825,181_3
181_3_36,5,0.2734372742700085,181_3
181_3_37,5,0.2805195566701444,181_3
181_3_38,5,0.2932143266465258,181_3
181_3_39,5,0.312916906358479,181_3
181_3_40,5,0.354877031079818,181_3
181_3_41,5,0.3978335846017929,181_3
181_3_42,5,0.4203913941043286,181_3
181_3_43,5,0.4100620386572803,181_3
181_3_44,5,0.3820087399908837,181_3
181_3_45,0,0.3588171338717772,181_3
181_3_46,0,0.3460828169623343,181_3
181_3_47,0,0.3420341775844404,181_3
181_3_48,0,0.3452813679988672,181_3
181_3_49,0,0.354707917648293,181_3
181_3_50,0,0.3725581070274523,181_3
181_3_51,0,0.3986221495898755,181_3
181_3_52,5,0.4299721583837258,181_3
181_3_53,5,0.4596582866377003,181_3
181_3_54,5,0.4769060425138964,181_3
181_3_55,5,0.4929635319265424,181_3
181_3_56,5,0.5181313839294831,181_3
181_3_57,5,0.543786052003385,181_3
181_3_58,5,0.5679635922892692,181_3
181_3_59,6,0.5852071935588321,181_3
181_3_60,6,0.5938401845648553,181_3
181_3_61,5,0.5903525121972626,181_3
181_3_62,5,0.5818292961596039,181_3
181_3_63,5,0.5763438349818546,181_3
181_3_64,5,0.5747968018028473,181_3
181_3_65,5,0.5773817686969571,181_3
181_3_66,5,0.58036772968695,181_3
181_3_67,5,0.578186686915795,181_3
181_3_68,5,0.5770663918002743,181_3
181_3_69,5,0.5772514289948414,181_3
181_3_70,5,0.5776373669124168,181_3
181_3_71,5,0.5797180249801439,181_3
181_3_72,5,0.5831473757903558,181_3
181_3_73,5,0.5908138014904121,181_3
181_3_74,5,0.6027749240372162,181_3
181_3_75,5,0.6155661618715185,181_3
181_3_76,5,0.6279560290548194,181_3
181_3_77,5,0.6397571499296077,181_3
181_3_78,5,0.6496891837227126,181_3
181_3_79,5,0.6637267159872176,181_3
181_3_80,5,0.6825591719788411,181_3
181_3_81,5,0.7107944100838421,181_3
181_3_82,5,0.743665741976189,181_3
181_3_83,5,0.7768906717869186,181_3
181_3_84,5,0.8071767713967406,181_3
181_3_85,5,0.8491425107010817,181_3
181_3_86,5,0.9130103047872395,181_3
181_3_87,5,0.967503050907568,181_3
181_3_88,6,1.0,181_3
182_3_1,5,0.0,182_3
182_3_2,5,0.0322771120156872,182_3
182_3_3,5,0.0518288935401223,182_3
182_3_4,5,0.0581493836269078,182_3
182_3_5,5,0.0671192622064495,182_3
182_3_6,5,0.0753475204444711,182_3
182_3_7,5,0.0826433084623859,182_3
182_3_8,5,0.0920533663750581,182_3
182_3_9,0,0.1012803075014731,182_3
182_3_10,0,0.110765709981379,182_3
182_3_11,0,0.1199592799635875,182_3
182_3_12,0,0.1262696466928675,182_3
182_3_13,0,0.1341244763567712,182_3
182_3_14,0,0.1441747173246841,182_3
182_3_15,0,0.1491489590599669,182_3
182_3_16,0,0.1575891430768718,182_3
182_3_17,0,0.1656787047339425,182_3
182_3_18,0,0.1716664517698041,182_3
182_3_19,0,0.1904927860342815,182_3
182_3_20,0,0.2026034038864915,182_3
182_3_21,0,0.2181725578005707,182_3
182_3_22,0,0.2304246153329334,182_3
182_3_23,0,0.2407658137679212,182_3
182_3_24,0,0.2517124877576085,182_3
182_3_25,0,0.2571983409212857,182_3
182_3_26,0,0.2656347135671139,182_3
182_3_27,0,0.279212850152137,182_3
182_3_28,0,0.294975345055974,182_3
182_3_29,0,0.3099168742708875,182_3
182_3_30,0,0.3255246403731505,182_3
182_3_31,0,0.3417233162717112,182_3
182_3_32,0,0.3565487048565219,182_3
182_3_33,0,0.3705826640485629,182_3
182_3_34,5,0.3805656801916331,182_3
182_3_35,5,0.3872567752315694,182_3
182_3_36,5,0.3930629664877977,182_3
182_3_37,5,0.4055316278275355,182_3
182_3_38,0,0.4134578249973366,182_3
182_3_39,0,0.4205315191851193,182_3
182_3_40,0,0.4307259314386681,182_3
182_3_41,0,0.4430051250958188,182_3
182_3_42,0,0.451162115330057,182_3
182_3_43,0,0.4624498447732254,182_3
182_3_44,0,0.4778902961407776,182_3
182_3_45,5,0.4969564552308111,182_3
182_3_46,5,0.5108933280358237,182_3
182_3_47,5,0.5199280143281897,182_3
182_3_48,6,0.5205623997445548,182_3
182_3_49,6,0.5196643802223071,182_3
182_3_50,5,0.5148610981589139,182_3
182_3_51,5,0.5175871473962019,182_3
182_3_52,5,0.5229582384098603,182_3
182_3_53,5,0.5329002771669236,182_3
182_3_54,5,0.5444853595813546,182_3
182_3_55,6,0.564746819851726,182_3
182_3_56,6,0.5833899138999534,182_3
182_3_57,6,0.5964666970633155,182_3
182_3_58,6,0.6064804398898467,182_3
182_3_59,6,0.6177992065613362,182_3
182_3_60,6,0.6287033852951784,182_3
182_3_61,6,0.6392654723280382,182_3
182_3_62,6,0.6520977437465454,182_3
182_3_63,6,0.6609392168933341,182_3
182_3_64,6,0.668578640295536,182_3
182_3_65,6,0.6768627876604212,182_3
182_3_66,6,0.6862139660885405,182_3
182_3_67,6,0.697296562805088,182_3
182_3_68,6,0.7084369494087257,182_3
182_3_69,6,0.7231990621231248,182_3
182_3_70,6,0.7361439551653153,182_3
182_3_71,6,0.7534464936438634,182_3
182_3_72,6,0.7720227899200784,182_3
182_3_73,6,0.7872314805694922,182_3
182_3_74,6,0.8010399591120012,182_3
182_3_75,6,0.8197658164618502,182_3
182_3_76,6,0.8390925374907203,182_3
182_3_77,6,0.8676897913068904,182_3
182_3_78,6,0.9065060591114892,182_3
182_3_79,6,0.9592900769775194,182_3
182_3_80,6,1.0,182_3
182_3_81,6,0.958123082611966,182_3
182_3_82,6,0.9008226425663408,182_3
182_3_83,6,0.8597887983917698,182_3
183_3_1,0,0.0,183_3
183_3_2,0,0.0179302511822533,183_3
183_3_3,0,0.0280539431634771,183_3
183_3_4,0,0.0374101393331155,183_3
183_3_5,0,0.0420512444406264,183_3
183_3_6,0,0.0495194741067986,183_3
183_3_7,0,0.0652049554449545,183_3
183_3_8,0,0.0750491841955121,183_3
183_3_9,0,0.0801648780401989,183_3
183_3_10,0,0.0900706692624645,183_3
183_3_11,0,0.1091565752173983,183_3
183_3_12,0,0.1271610178074794,183_3
183_3_13,0,0.135730000147247,183_3
183_3_14,0,0.1474275288673144,183_3
183_3_15,0,0.1543562891354595,183_3
183_3_16,3,0.1621613524697899,183_3
183_3_17,3,0.1706275268912813,183_3
183_3_18,3,0.1760151124407413,183_3
183_3_19,0,0.1801333445024492,183_3
183_3_20,0,0.1849175452606226,183_3
183_3_21,0,0.1938590202077409,183_3
183_3_22,0,0.2038272550310993,183_3
183_3_23,0,0.2117263916176578,183_3
183_3_24,0,0.2181141738658413,183_3
183_3_25,0,0.2245980591476302,183_3
183_3_26,0,0.2360825185845993,183_3
183_3_27,5,0.2492620214469426,183_3
183_3_28,5,0.2629409035184587,183_3
183_3_29,5,0.2772747145009774,183_3
183_3_30,5,0.2858881254485313,183_3
183_3_31,0,0.2953294079377134,183_3
183_3_32,0,0.3022382627591829,183_3
183_3_33,0,0.3128585181582629,183_3
183_3_34,5,0.3245157749184503,183_3
183_3_35,5,0.3346531442734943,183_3
183_3_36,5,0.3369469804237702,183_3
183_3_37,5,0.3384642373286282,183_3
183_3_38,5,0.3401534413797188,183_3
183_3_39,5,0.3433030837852308,183_3
183_3_40,0,0.3490439484119018,183_3
183_3_41,0,0.3589772655254618,183_3
183_3_42,0,0.3638205189305243,183_3
183_3_43,0,0.3662869348075424,183_3
183_3_44,0,0.3721103411883684,183_3
183_3_45,0,0.3800425571331159,183_3
183_3_46,0,0.3903588816763415,183_3
183_3_47,0,0.4010349017292782,183_3
183_3_48,0,0.4084869458705534,183_3
183_3_49,0,0.4143882586973685,183_3
183_3_50,0,0.4197378548668689,183_3
183_3_51,0,0.4261257040906054,183_3
183_3_52,0,0.4309382049212539,183_3
183_3_53,0,0.4340628459155441,183_3
183_3_54,0,0.4394520376186208,183_3
183_3_55,0,0.4477503733084128,183_3
183_3_56,0,0.4594605607888188,183_3
183_3_57,0,0.4677518032345932,183_3
183_3_58,0,0.4746156012383365,183_3
183_3_59,0,0.4841245860313942,183_3
183_3_60,0,0.4914007306796705,183_3
183_3_61,0,0.4982475680301242,183_3
183_3_62,0,0.5027718648611417,183_3
183_3_63,0,0.510411193690075,183_3
183_3_64,0,0.519626437830293,183_3
183_3_65,0,0.5305230894115367,183_3
183_3_66,0,0.5414519285025967,183_3
183_3_67,5,0.5530731632137318,183_3
183_3_68,5,0.5653988777997936,183_3
183_3_69,5,0.574051015815068,183_3
183_3_70,5,0.5807541512591874,183_3
183_3_71,5,0.5878778268526739,183_3
183_3_72,5,0.5959946661869338,183_3
183_3_73,5,0.6040616581563458,183_3
183_3_74,5,0.6163136219836287,183_3
183_3_75,5,0.6282076618531338,183_3
183_3_76,5,0.6399329233076969,183_3
183_3_77,5,0.6519399801301267,183_3
183_3_78,5,0.6655677030702263,183_3
183_3_79,5,0.6781130592293161,183_3
183_3_80,5,0.6949233665411638,183_3
183_3_81,5,0.7087905694230809,183_3
183_3_82,5,0.7232545801088592,183_3
183_3_83,5,0.7445754100196849,183_3
183_3_84,5,0.7726263229604713,183_3
183_3_85,5,0.8194244076253816,183_3
183_3_86,6,0.8961661234954084,183_3
183_3_87,6,0.9588990359405508,183_3
183_3_88,6,1.0,183_3
183_3_89,6,0.9509543761347226,183_3
183_3_90,5,0.888319722287185,183_3
183_3_91,5,0.8288587758046113,183_3
183_3_92,5,0.7860792575142257,183_3
183_3_93,5,0.7548183554039967,183_3
185_3_1,0,0.0880715515483969,185_3
185_3_2,0,0.1008685232887548,185_3
185_3_3,0,0.1113680462244322,185_3
185_3_4,0,0.1205384556025259,185_3
185_3_5,0,0.1292485832955373,185_3
185_3_6,0,0.1370295162806302,185_3
185_3_7,0,0.1487546192122049,185_3
185_3_8,0,0.1611020182129141,185_3
185_3_9,0,0.1739853781755486,185_3
185_3_10,0,0.1853364715420871,185_3
185_3_11,0,0.1970331900861315,185_3
185_3_12,0,0.2033714174405247,185_3
185_3_13,0,0.2102431858002222,185_3
185_3_14,0,0.219728336950574,185_3
185_3_15,0,0.2313310310071334,185_3
185_3_16,0,0.2404075800755765,185_3
185_3_17,0,0.2462317446133766,185_3
185_3_18,0,0.252649240487528,185_3
185_3_19,0,0.2580281846732855,185_3
185_3_20,0,0.2673563629443461,185_3
185_3_21,0,0.2759446720354848,185_3
185_3_22,0,0.2865189389303003,185_3
185_3_23,0,0.2953416160063812,185_3
185_3_24,3,0.3032976295214964,185_3
185_3_25,3,0.314298959623752,185_3
185_3_26,3,0.3258731577094357,185_3
185_3_27,3,0.3366511910734898,185_3
185_3_28,3,0.3496765424555818,185_3
185_3_29,3,0.3604039212031391,185_3
185_3_30,3,0.3703008589532689,185_3
185_3_31,0,0.3847866027396718,185_3
185_3_32,0,0.3977318395982577,185_3
185_3_33,0,0.4054777917623653,185_3
185_3_34,0,0.4123324188545115,185_3
185_3_35,0,0.4208294029441607,185_3
185_3_36,0,0.4219354026147847,185_3
185_3_37,0,0.4275354328147774,185_3
185_3_38,0,0.4366796232877895,185_3
185_3_39,0,0.4480392307844454,185_3
185_3_40,0,0.4599646259286685,185_3
185_3_41,0,0.4705776095322636,185_3
185_3_42,0,0.4815781866986662,185_3
185_3_43,0,0.4917457147857252,185_3
185_3_44,0,0.5005881413417824,185_3
185_3_45,0,0.510525943771078,185_3
185_3_46,0,0.5204872812888292,185_3
185_3_47,0,0.5327293149445845,185_3
185_3_48,0,0.543137756000022,185_3
185_3_49,0,0.558986209078589,185_3
185_3_50,0,0.5755994468938962,185_3
185_3_51,0,0.5904517457867183,185_3
185_3_52,0,0.6038126040774502,185_3
185_3_53,0,0.6169157603658667,185_3
185_3_54,0,0.6330985547814704,185_3
185_3_55,0,0.6499235710151182,185_3
185_3_56,5,0.6679617432926327,185_3
185_3_57,5,0.6845684409040266,185_3
185_3_58,5,0.7012808655423214,185_3
185_3_59,5,0.720627072858581,185_3
185_3_60,5,0.7378065039449405,185_3
185_3_61,5,0.7529051658186922,185_3
185_3_62,5,0.7675756043656626,185_3
185_3_63,5,0.7796513962384427,185_3
185_3_64,5,0.7967251369893699,185_3
185_3_65,5,0.8282563067811902,185_3
185_3_66,6,0.8701740336722058,185_3
185_3_67,6,0.9221972082050268,185_3
185_3_68,6,0.9746961676849828,185_3
185_3_69,6,1.0,185_3
185_3_70,6,0.9746100876328836,185_3
185_3_71,5,0.9210141372851404,185_3
185_3_72,5,0.8637501153685833,185_3
185_3_73,5,0.817637594419374,185_3
185_3_74,5,0.782704420140632,185_3
185_3_75,5,0.757806469514852,185_3
185_3_76,5,0.7413974932165227,185_3
185_3_77,5,0.7259547117287638,185_3
185_3_78,5,0.7078988177603621,185_3
185_3_79,5,0.6934927351611192,185_3
185_3_80,5,0.6804550569667444,185_3
185_3_81,5,0.6681820935555928,185_3
185_3_82,5,0.6593321760648064,185_3
185_3_83,5,0.649043969437603,185_3
185_3_84,5,0.636694814394254,185_3
185_3_85,5,0.6266426393916232,185_3
185_3_86,5,0.6164578233394779,185_3
185_3_87,5,0.6032103736604212,185_3
185_3_88,5,0.5917706003703115,185_3
185_3_89,5,0.579770142983378,185_3
185_3_90,5,0.5660769289185353,185_3
185_3_91,5,0.5536522517343271,185_3
185_3_92,5,0.5441826503359143,185_3
185_3_93,5,0.5331796684188347,185_3
185_3_94,5,0.5233282200248496,185_3
185_3_95,5,0.5151504879139152,185_3
185_3_96,5,0.5076387859657051,185_3
185_3_97,0,0.4994051748117402,185_3
185_3_98,0,0.4901781737049188,185_3
185_3_99,0,0.4777872311348708,185_3
185_3_100,0,0.4661893447131843,185_3
185_3_101,0,0.452904295173095,185_3
185_3_102,0,0.4402977281826815,185_3
185_3_103,0,0.4283705068447291,185_3
185_3_104,0,0.4162698023114016,185_3
185_3_105,0,0.4058685836145919,185_3
185_3_106,0,0.3981262789462576,185_3
185_3_107,0,0.3902684655720665,185_3
185_3_108,0,0.3809507037828266,185_3
185_3_109,0,0.3703554413921636,185_3
185_3_110,0,0.3608324599247864,185_3
185_3_111,0,0.3502237262597863,185_3
185_3_112,0,0.3415087960538813,185_3
185_3_113,0,0.335446605252182,185_3
185_3_114,0,0.326681994958831,185_3
185_3_115,0,0.31719526676039,185_3
185_3_116,0,0.3058545337985362,185_3
185_3_117,0,0.2947571950700154,185_3
185_3_118,0,0.283818574271201,185_3
185_3_119,0,0.2733309098122469,185_3
185_3_120,0,0.2623163718698709,185_3
185_3_121,0,0.2520532077660675,185_3
185_3_122,0,0.2419335125461453,185_3
185_3_123,5,0.2325791345355857,185_3
185_3_124,5,0.223427951782891,185_3
185_3_125,5,0.2147440496243654,185_3
185_3_126,5,0.2053231339116397,185_3
185_3_127,5,0.1952942220695909,185_3
185_3_128,5,0.1850655433541524,185_3
185_3_129,5,0.1740659520777949,185_3
185_3_130,5,0.165347441412601,185_3
185_3_131,6,0.1562296832767357,185_3
185_3_132,6,0.1472253493808891,185_3
185_3_133,6,0.137444882218445,185_3
185_3_134,6,0.1268348012194861,185_3
185_3_135,6,0.1170332387987165,185_3
185_3_136,6,0.1083199205065376,185_3
185_3_137,6,0.0999143348396578,185_3
185_3_138,6,0.0892501274105004,185_3
185_3_139,6,0.0790403789849616,185_3
185_3_140,6,0.0694211540867013,185_3
185_3_141,6,0.0588659896176495,185_3
185_3_142,6,0.0492413166562391,185_3
185_3_143,6,0.0398055310460587,185_3
185_3_144,6,0.0298064508520332,185_3
185_3_145,6,0.0199337268136328,185_3
185_3_146,6,0.0100797465866969,185_3
185_3_147,6,0.0,185_3
186_3_1,0,0.0,186_3
186_3_2,0,0.0133253542210874,186_3
186_3_3,0,0.0305126362472494,186_3
186_3_4,5,0.0435340250997607,186_3
186_3_5,5,0.0551345882418668,186_3
186_3_6,5,0.0663236789836623,186_3
186_3_7,5,0.0796182512662344,186_3
186_3_8,5,0.0995916093437341,186_3
186_3_9,5,0.1182667960399353,186_3
186_3_10,5,0.1319171513697891,186_3
186_3_11,5,0.1523854084082658,186_3
186_3_12,5,0.1744332729221729,186_3
186_3_13,5,0.1849885261221519,186_3
186_3_14,5,0.1856631321381013,186_3
186_3_15,5,0.1830990351950588,186_3
186_3_16,5,0.173646679801913,186_3
186_3_17,5,0.1630672529079001,186_3
186_3_18,0,0.1566936976276966,186_3
186_3_19,0,0.1555546138329497,186_3
186_3_20,0,0.1546889957943382,186_3
186_3_21,0,0.1488258632030678,186_3
186_3_22,0,0.1456563640308621,186_3
186_3_23,0,0.150807704928946,186_3
186_3_24,0,0.1590128233454245,186_3
186_3_25,0,0.1614147140689767,186_3
186_3_26,0,0.1586928865865711,186_3
186_3_27,0,0.1548151964414386,186_3
186_3_28,0,0.1481032584324382,186_3
186_3_29,0,0.1442780423061528,186_3
186_3_30,5,0.1465671092465543,186_3
186_3_31,5,0.1500920474218634,186_3
186_3_32,5,0.1548875992320418,186_3
186_3_33,5,0.1649843328317359,186_3
186_3_34,5,0.1754764199683093,186_3
186_3_35,5,0.1775783434452373,186_3
186_3_36,5,0.183812893796146,186_3
186_3_37,5,0.1917923863299787,186_3
186_3_38,5,0.1886638518543855,186_3
186_3_39,5,0.1814643006874547,186_3
186_3_40,5,0.1796081484824213,186_3
186_3_41,5,0.176674524835724,186_3
186_3_42,5,0.1698247621925611,186_3
186_3_43,5,0.1721817357474405,186_3
186_3_44,5,0.1754273522751178,186_3
186_3_45,5,0.1770326482251424,186_3
186_3_46,5,0.1854443186849336,186_3
186_3_47,5,0.1954777018187597,186_3
186_3_48,5,0.2006917234610835,186_3
186_3_49,5,0.2142817537956109,186_3
186_3_50,5,0.228243027339221,186_3
186_3_51,0,0.2328014395198522,186_3
186_3_52,0,0.2317530323857204,186_3
186_3_53,0,0.2368171286635596,186_3
186_3_54,0,0.2190379927198049,186_3
186_3_55,0,0.1890466138399994,186_3
