index,Class,video_x
18_1_53,2,18_1
18_1_54,2,18_1
18_1_55,2,18_1
18_1_56,2,18_1
18_1_57,2,18_1
18_1_58,2,18_1
18_1_59,1,18_1
18_1_60,1,18_1
18_1_61,1,18_1
18_1_62,1,18_1
18_1_63,1,18_1
18_1_64,1,18_1
18_1_65,1,18_1
18_1_66,1,18_1
18_1_67,1,18_1
18_1_68,1,18_1
18_1_69,1,18_1
18_1_70,1,18_1
18_1_71,1,18_1
18_1_72,1,18_1
18_1_73,1,18_1
18_1_74,1,18_1
18_1_75,1,18_1
18_1_76,1,18_1
18_1_77,1,18_1
18_1_78,1,18_1
18_1_79,1,18_1
18_1_80,2,18_1
18_1_81,2,18_1
18_1_82,2,18_1
18_1_83,2,18_1
18_1_84,2,18_1
18_1_85,2,18_1
18_1_86,2,18_1
18_1_87,2,18_1
18_1_88,2,18_1
18_1_89,2,18_1
18_1_90,1,18_1
18_1_91,1,18_1
18_1_92,1,18_1
18_1_93,1,18_1
18_1_94,1,18_1
18_1_95,1,18_1
18_1_96,1,18_1
18_1_97,1,18_1
18_1_98,1,18_1
18_1_99,1,18_1
18_1_100,1,18_1
18_1_101,1,18_1
18_1_102,1,18_1
18_1_103,1,18_1
18_1_104,1,18_1
18_1_105,1,18_1
18_1_106,1,18_1
18_1_107,2,18_1
18_1_108,2,18_1
18_1_109,2,18_1
18_1_110,2,18_1
18_1_111,2,18_1
19_1_1,1,19_1
19_1_2,1,19_1
19_1_3,1,19_1
19_1_4,1,19_1
19_1_5,1,19_1
19_1_6,1,19_1
19_1_7,1,19_1
19_1_8,1,19_1
19_1_9,1,19_1
19_1_10,1,19_1
19_1_11,1,19_1
19_1_12,1,19_1
19_1_13,1,19_1
19_1_14,1,19_1
19_1_15,1,19_1
19_1_16,1,19_1
19_1_17,1,19_1
19_1_18,1,19_1
19_1_19,1,19_1
19_1_20,1,19_1
19_1_21,1,19_1
19_1_22,1,19_1
19_1_23,1,19_1
19_1_24,1,19_1
19_1_25,1,19_1
19_1_26,1,19_1
19_1_27,1,19_1
19_1_28,1,19_1
19_1_29,1,19_1
19_1_30,1,19_1
19_1_31,1,19_1
19_1_32,1,19_1
19_1_33,1,19_1
19_1_34,1,19_1
19_1_35,1,19_1
19_1_36,1,19_1
19_1_37,1,19_1
19_1_38,1,19_1
19_1_39,1,19_1
19_1_40,1,19_1
19_1_41,1,19_1
19_1_42,1,19_1
19_1_43,1,19_1
19_1_44,1,19_1
19_1_45,1,19_1
19_1_46,1,19_1
19_1_47,1,19_1
19_1_48,1,19_1
19_1_49,1,19_1
19_1_50,1,19_1
19_1_51,1,19_1
19_1_52,1,19_1
19_1_53,1,19_1
19_1_54,1,19_1
19_1_55,1,19_1
19_1_56,1,19_1
19_1_57,1,19_1
19_1_58,1,19_1
19_1_59,1,19_1
19_1_60,1,19_1
19_1_61,1,19_1
19_1_62,1,19_1
19_1_63,1,19_1
19_1_64,1,19_1
19_1_65,1,19_1
19_1_66,1,19_1
19_1_67,1,19_1
19_1_68,1,19_1
19_1_69,1,19_1
19_1_70,1,19_1
19_1_71,1,19_1
19_1_72,1,19_1
19_1_73,1,19_1
19_1_74,1,19_1
19_1_75,2,19_1
19_1_76,2,19_1
19_1_77,2,19_1
19_1_78,2,19_1
19_1_79,2,19_1
19_1_80,2,19_1
19_1_81,2,19_1
19_1_82,2,19_1
19_1_83,2,19_1
19_1_84,2,19_1
19_1_85,2,19_1
19_1_86,2,19_1
19_1_87,2,19_1
19_1_88,2,19_1
19_1_89,2,19_1
19_1_90,2,19_1
19_1_91,2,19_1
19_1_92,2,19_1
19_1_93,2,19_1
19_1_94,2,19_1
19_1_95,2,19_1
19_1_96,2,19_1
19_1_97,2,19_1
19_1_98,2,19_1
19_1_99,2,19_1
19_1_100,2,19_1
19_1_101,2,19_1
19_1_102,2,19_1
19_1_103,2,19_1
19_1_104,2,19_1
19_1_105,2,19_1
19_1_106,2,19_1
19_1_107,2,19_1
19_1_108,2,19_1
19_1_109,2,19_1
19_1_110,2,19_1
19_1_111,2,19_1
19_1_112,2,19_1
19_1_113,2,19_1
19_1_114,2,19_1
19_1_115,2,19_1
19_1_116,2,19_1
19_1_117,2,19_1
19_1_118,2,19_1
19_1_119,2,19_1
19_1_120,2,19_1
19_1_121,2,19_1
19_1_122,2,19_1
19_1_123,2,19_1
19_1_124,2,19_1
19_1_125,2,19_1
19_1_126,2,19_1
19_1_127,2,19_1
19_1_128,2,19_1
19_1_129,2,19_1
19_1_130,2,19_1
19_1_131,2,19_1
19_1_132,2,19_1
19_1_133,2,19_1
19_1_134,2,19_1
19_1_135,2,19_1
19_1_136,2,19_1
19_1_137,2,19_1
19_1_138,2,19_1
19_1_139,2,19_1
19_1_140,2,19_1
19_1_141,2,19_1
19_1_142,2,19_1
19_1_143,2,19_1
19_1_144,2,19_1
19_1_145,2,19_1
19_1_146,2,19_1
19_1_147,2,19_1
19_1_148,2,19_1
19_1_149,2,19_1
19_1_150,2,19_1
19_1_151,2,19_1
19_1_152,2,19_1
19_1_153,2,19_1
19_1_154,2,19_1
19_1_155,2,19_1
19_1_156,2,19_1
19_1_157,2,19_1
19_1_158,2,19_1
19_1_159,2,19_1
19_1_160,2,19_1
19_1_161,2,19_1
19_1_162,2,19_1
19_1_163,2,19_1
19_1_164,2,19_1
19_1_165,2,19_1
19_1_166,2,19_1
19_1_167,2,19_1
19_1_168,2,19_1
19_1_169,2,19_1
19_1_170,2,19_1
19_1_171,2,19_1
19_1_172,2,19_1
19_1_173,2,19_1
19_1_174,2,19_1
19_1_175,2,19_1
19_1_176,2,19_1
19_1_177,2,19_1
19_1_178,2,19_1
19_1_179,2,19_1
19_1_180,2,19_1
19_1_181,2,19_1
19_1_182,2,19_1
19_1_183,2,19_1
19_1_184,2,19_1
19_1_185,2,19_1
19_1_186,2,19_1
19_1_187,2,19_1
19_1_188,2,19_1
19_1_189,2,19_1
19_1_190,2,19_1
19_1_191,2,19_1
19_1_192,2,19_1
19_1_193,2,19_1
19_1_194,2,19_1
19_1_195,2,19_1
19_1_196,2,19_1
19_1_197,2,19_1
19_1_198,2,19_1
19_1_199,2,19_1
19_1_200,2,19_1
19_1_201,2,19_1
19_1_202,2,19_1
19_1_203,2,19_1
19_1_204,2,19_1
19_1_205,2,19_1
19_1_206,2,19_1
19_1_207,2,19_1
19_1_208,2,19_1
19_1_209,2,19_1
19_1_210,2,19_1
19_1_211,2,19_1
19_1_212,2,19_1
19_1_213,2,19_1
19_1_214,2,19_1
19_1_215,2,19_1
19_1_216,2,19_1
19_1_217,2,19_1
19_1_218,2,19_1
19_1_219,2,19_1
19_1_220,2,19_1
19_1_221,2,19_1
19_1_222,2,19_1
19_1_223,2,19_1
19_1_224,2,19_1
19_1_225,2,19_1
19_1_226,2,19_1
19_1_227,2,19_1
19_1_228,2,19_1
19_1_229,2,19_1
19_1_230,2,19_1
19_1_231,2,19_1
19_1_232,2,19_1
19_1_233,2,19_1
19_1_234,2,19_1
19_1_235,2,19_1
19_1_236,2,19_1
19_1_237,2,19_1
19_1_238,2,19_1
19_1_239,2,19_1
19_1_240,2,19_1
19_1_241,2,19_1
19_1_242,2,19_1
19_1_243,2,19_1
19_1_244,2,19_1
19_1_245,2,19_1
19_1_246,2,19_1
19_1_247,2,19_1
19_1_248,2,19_1
19_1_249,2,19_1
19_1_250,2,19_1
19_1_251,2,19_1
19_1_252,2,19_1
19_1_253,2,19_1
19_1_254,2,19_1
19_1_255,2,19_1
19_1_256,2,19_1
19_1_257,2,19_1
19_1_258,1,19_1
19_1_259,1,19_1
19_1_260,1,19_1
19_1_261,1,19_1
19_1_262,1,19_1
19_1_263,1,19_1
19_1_264,1,19_1
19_1_265,1,19_1
19_1_266,1,19_1
19_1_267,1,19_1
19_1_268,1,19_1
19_1_269,1,19_1
19_1_270,1,19_1
19_1_271,1,19_1
19_1_272,1,19_1
19_1_273,1,19_1
19_1_274,1,19_1
19_1_275,1,19_1
19_1_276,1,19_1
19_1_277,1,19_1
19_1_278,1,19_1
19_1_279,1,19_1
19_1_280,1,19_1
19_1_281,1,19_1
19_1_282,1,19_1
19_1_283,1,19_1
19_1_284,1,19_1
19_1_285,1,19_1
19_1_286,1,19_1
19_1_287,1,19_1
19_1_288,1,19_1
19_1_289,1,19_1
19_1_290,1,19_1
19_1_291,1,19_1
19_1_292,1,19_1
19_1_293,1,19_1
19_1_294,1,19_1
19_1_295,1,19_1
19_1_296,1,19_1
19_1_297,1,19_1
19_1_298,1,19_1
19_1_299,1,19_1
19_1_300,1,19_1
19_1_301,1,19_1
19_1_302,1,19_1
19_1_303,1,19_1
19_1_304,1,19_1
21_1_1,1,21_1
21_1_2,1,21_1
21_1_3,1,21_1
21_1_4,1,21_1
21_1_5,1,21_1
21_1_6,1,21_1
21_1_7,1,21_1
21_1_8,1,21_1
21_1_9,1,21_1
21_1_10,1,21_1
21_1_11,1,21_1
21_1_12,1,21_1
21_1_13,1,21_1
21_1_14,1,21_1
21_1_15,1,21_1
21_1_16,1,21_1
21_1_17,1,21_1
21_1_18,1,21_1
21_1_19,1,21_1
21_1_20,1,21_1
21_1_21,1,21_1
21_1_22,1,21_1
21_1_23,1,21_1
21_1_24,1,21_1
21_1_25,1,21_1
21_1_26,1,21_1
21_1_27,1,21_1
21_1_28,1,21_1
21_1_29,1,21_1
21_1_30,1,21_1
21_1_31,1,21_1
21_1_32,1,21_1
21_1_33,1,21_1
21_1_34,1,21_1
21_1_35,1,21_1
21_1_36,1,21_1
21_1_37,1,21_1
21_1_38,1,21_1
21_1_39,1,21_1
21_1_40,1,21_1
21_1_41,1,21_1
21_1_42,1,21_1
21_1_43,2,21_1
21_1_44,2,21_1
21_1_45,2,21_1
21_1_46,2,21_1
21_1_47,2,21_1
21_1_48,2,21_1
21_1_49,2,21_1
21_1_50,1,21_1
21_1_51,1,21_1
21_1_52,1,21_1
21_1_53,1,21_1
21_1_54,1,21_1
21_1_55,1,21_1
21_1_56,1,21_1
21_1_57,1,21_1
21_1_58,1,21_1
21_1_59,1,21_1
21_1_60,2,21_1
21_1_61,2,21_1
21_1_62,2,21_1
21_1_63,2,21_1
21_1_64,2,21_1
21_1_65,2,21_1
21_1_66,2,21_1
21_1_67,2,21_1
21_1_68,2,21_1
21_1_69,2,21_1
21_1_70,2,21_1
23_1_1,1,23_1
23_1_2,1,23_1
23_1_3,1,23_1
23_1_4,1,23_1
23_1_5,1,23_1
23_1_6,1,23_1
23_1_7,1,23_1
23_1_8,1,23_1
23_1_9,1,23_1
23_1_10,1,23_1
23_1_11,1,23_1
23_1_12,1,23_1
23_1_13,1,23_1
23_1_14,1,23_1
23_1_15,1,23_1
23_1_16,1,23_1
23_1_17,1,23_1
23_1_18,1,23_1
23_1_19,1,23_1
23_1_20,1,23_1
23_1_21,1,23_1
23_1_22,1,23_1
23_1_23,1,23_1
23_1_24,1,23_1
23_1_25,1,23_1
23_1_26,1,23_1
23_1_27,1,23_1
23_1_28,1,23_1
23_1_29,1,23_1
23_1_30,1,23_1
23_1_31,1,23_1
23_1_32,1,23_1
23_1_33,1,23_1
23_1_34,1,23_1
23_1_35,1,23_1
23_1_36,1,23_1
23_1_37,1,23_1
23_1_38,1,23_1
23_1_39,1,23_1
23_1_40,1,23_1
23_1_41,1,23_1
23_1_42,1,23_1
23_1_43,1,23_1
23_1_44,1,23_1
23_1_45,1,23_1
23_1_46,1,23_1
23_1_47,1,23_1
23_1_48,1,23_1
23_1_49,1,23_1
23_1_50,2,23_1
23_1_51,1,23_1
23_1_52,1,23_1
23_1_53,1,23_1
23_1_54,1,23_1
23_1_55,1,23_1
23_1_56,1,23_1
23_1_57,1,23_1
23_1_58,1,23_1
23_1_59,1,23_1
23_1_60,1,23_1
23_1_61,1,23_1
23_1_62,1,23_1
23_1_63,1,23_1
23_1_64,1,23_1
23_1_65,1,23_1
23_1_66,1,23_1
23_1_67,1,23_1
23_1_68,1,23_1
23_1_69,1,23_1
23_1_70,1,23_1
23_1_71,1,23_1
23_1_72,1,23_1
23_1_73,1,23_1
23_1_74,1,23_1
23_1_75,1,23_1
23_1_76,1,23_1
23_1_77,1,23_1
23_1_78,1,23_1
23_1_79,1,23_1
23_1_80,1,23_1
23_1_81,1,23_1
23_1_82,1,23_1
23_1_83,1,23_1
23_1_84,1,23_1
23_1_85,1,23_1
23_1_86,1,23_1
23_1_87,1,23_1
23_1_88,1,23_1
23_1_89,1,23_1
23_1_90,1,23_1
23_1_91,1,23_1
23_1_92,1,23_1
23_1_93,1,23_1
23_1_94,1,23_1
23_1_95,1,23_1
23_1_96,1,23_1
23_1_97,1,23_1
23_1_98,1,23_1
23_1_99,1,23_1
23_1_100,1,23_1
23_1_101,1,23_1
23_1_102,1,23_1
23_1_103,1,23_1
23_1_104,1,23_1
23_1_105,1,23_1
23_1_106,1,23_1
23_1_107,1,23_1
23_1_108,1,23_1
23_1_109,1,23_1
23_1_110,1,23_1
23_1_111,1,23_1
23_1_112,1,23_1
23_1_113,1,23_1
23_1_114,1,23_1
23_1_115,1,23_1
23_1_116,1,23_1
23_1_117,1,23_1
23_1_118,1,23_1
23_1_119,1,23_1
23_1_120,1,23_1
23_1_121,1,23_1
23_1_122,1,23_1
23_1_123,1,23_1
23_1_124,1,23_1
23_1_125,1,23_1
23_1_126,1,23_1
23_1_127,1,23_1
23_1_128,1,23_1
23_1_129,1,23_1
23_1_130,1,23_1
23_1_131,1,23_1
23_1_132,1,23_1
23_1_133,1,23_1
23_1_134,1,23_1
23_1_135,1,23_1
23_1_136,1,23_1
23_1_137,1,23_1
23_1_138,1,23_1
23_1_139,1,23_1
23_1_140,1,23_1
23_1_141,1,23_1
23_1_142,1,23_1
23_1_143,1,23_1
23_1_144,1,23_1
23_1_145,1,23_1
23_1_146,1,23_1
23_1_147,1,23_1
23_1_148,1,23_1
23_1_149,1,23_1
23_1_150,1,23_1
27_1_1,1,27_1
27_1_2,1,27_1
27_1_3,1,27_1
27_1_4,1,27_1
27_1_5,1,27_1
27_1_6,1,27_1
27_1_7,1,27_1
27_1_8,1,27_1
27_1_9,1,27_1
27_1_10,1,27_1
27_1_11,1,27_1
27_1_12,1,27_1
27_1_13,1,27_1
27_1_14,1,27_1
27_1_15,1,27_1
27_1_16,1,27_1
27_1_17,1,27_1
27_1_18,1,27_1
27_1_19,1,27_1
27_1_20,1,27_1
27_1_21,1,27_1
27_1_22,1,27_1
27_1_23,1,27_1
27_1_24,1,27_1
27_1_25,1,27_1
27_1_26,1,27_1
27_1_27,1,27_1
27_1_28,1,27_1
27_1_29,1,27_1
27_1_30,1,27_1
27_1_31,1,27_1
27_1_32,1,27_1
27_1_33,1,27_1
27_1_34,1,27_1
27_1_35,1,27_1
27_1_36,1,27_1
27_1_37,1,27_1
27_1_38,1,27_1
27_1_39,1,27_1
27_1_40,1,27_1
27_1_41,1,27_1
27_1_42,1,27_1
27_1_43,1,27_1
27_1_44,1,27_1
27_1_45,1,27_1
27_1_46,1,27_1
27_1_47,1,27_1
27_1_48,1,27_1
27_1_49,1,27_1
27_1_50,1,27_1
27_1_51,1,27_1
27_1_52,1,27_1
27_1_53,1,27_1
27_1_54,1,27_1
27_1_55,1,27_1
27_1_56,1,27_1
27_1_57,1,27_1
27_1_58,1,27_1
27_1_59,1,27_1
27_1_60,1,27_1
27_1_61,1,27_1
27_1_62,1,27_1
27_1_63,1,27_1
27_1_64,1,27_1
27_1_65,1,27_1
27_1_66,1,27_1
27_1_67,1,27_1
27_1_68,1,27_1
27_1_69,1,27_1
27_1_70,1,27_1
27_1_71,1,27_1
27_1_72,1,27_1
27_1_73,1,27_1
27_1_74,1,27_1
27_1_75,1,27_1
27_1_76,1,27_1
27_1_77,1,27_1
27_1_78,1,27_1
27_1_79,1,27_1
27_1_80,1,27_1
27_1_81,1,27_1
27_1_82,1,27_1
27_1_83,1,27_1
27_1_84,1,27_1
27_1_85,1,27_1
27_1_86,1,27_1
27_1_87,1,27_1
27_1_88,1,27_1
27_1_89,1,27_1
27_1_90,1,27_1
27_1_91,1,27_1
27_1_92,1,27_1
27_1_93,1,27_1
27_1_94,1,27_1
27_1_95,1,27_1
27_1_96,1,27_1
27_1_97,1,27_1
27_1_98,1,27_1
27_1_99,1,27_1
27_1_100,1,27_1
27_1_101,1,27_1
27_1_102,1,27_1
27_1_103,1,27_1
27_1_104,1,27_1
27_1_105,1,27_1
27_1_106,1,27_1
27_1_107,1,27_1
27_1_108,2,27_1
27_1_109,2,27_1
27_1_110,2,27_1
27_1_111,2,27_1
27_1_112,2,27_1
27_1_113,2,27_1
27_1_114,2,27_1
27_1_115,2,27_1
27_1_116,2,27_1
27_1_117,2,27_1
27_1_118,2,27_1
27_1_119,2,27_1
27_1_120,2,27_1
27_1_121,2,27_1
27_1_122,2,27_1
27_1_123,2,27_1
27_1_124,2,27_1
27_1_125,2,27_1
27_1_126,2,27_1
27_1_127,2,27_1
27_1_128,2,27_1
27_1_129,2,27_1
27_1_130,2,27_1
27_1_131,2,27_1
27_1_132,2,27_1
27_1_133,2,27_1
27_1_134,2,27_1
27_1_135,2,27_1
27_1_136,2,27_1
30_1_1,0,30_1
30_1_2,0,30_1
30_1_3,0,30_1
30_1_4,0,30_1
30_1_5,0,30_1
30_1_6,0,30_1
30_1_7,0,30_1
30_1_8,0,30_1
30_1_9,0,30_1
30_1_10,0,30_1
30_1_11,0,30_1
30_1_12,0,30_1
30_1_13,0,30_1
30_1_14,0,30_1
30_1_15,0,30_1
30_1_16,0,30_1
30_1_17,0,30_1
30_1_18,0,30_1
30_1_19,0,30_1
30_1_20,0,30_1
30_1_21,0,30_1
30_1_22,0,30_1
30_1_23,0,30_1
30_1_24,0,30_1
30_1_25,0,30_1
30_1_26,0,30_1
30_1_27,0,30_1
30_1_28,0,30_1
30_1_29,0,30_1
30_1_30,0,30_1
30_1_31,0,30_1
30_1_32,0,30_1
30_1_33,0,30_1
30_1_34,0,30_1
30_1_35,0,30_1
30_1_36,0,30_1
30_1_37,0,30_1
30_1_38,0,30_1
30_1_39,0,30_1
30_1_40,0,30_1
30_1_41,0,30_1
30_1_42,0,30_1
30_1_43,0,30_1
30_1_44,0,30_1
30_1_45,0,30_1
30_1_46,0,30_1
30_1_47,0,30_1
30_1_48,0,30_1
30_1_49,0,30_1
30_1_50,0,30_1
30_1_51,0,30_1
30_1_52,0,30_1
30_1_53,0,30_1
30_1_54,0,30_1
30_1_55,1,30_1
30_1_56,1,30_1
30_1_57,1,30_1
30_1_58,1,30_1
30_1_59,1,30_1
30_1_60,1,30_1
30_1_61,1,30_1
30_1_62,1,30_1
30_1_63,1,30_1
30_1_64,1,30_1
30_1_65,1,30_1
30_1_66,1,30_1
30_1_67,1,30_1
30_1_68,1,30_1
30_1_69,1,30_1
30_1_70,0,30_1
30_1_71,0,30_1
30_1_72,0,30_1
30_1_73,0,30_1
30_1_74,0,30_1
30_1_75,0,30_1
30_1_76,0,30_1
30_1_77,0,30_1
30_1_78,0,30_1
30_1_79,0,30_1
30_1_80,0,30_1
30_1_81,0,30_1
30_1_82,1,30_1
30_1_83,1,30_1
30_1_84,1,30_1
30_1_85,1,30_1
30_1_86,1,30_1
30_1_87,1,30_1
30_1_88,1,30_1
30_1_89,1,30_1
30_1_90,1,30_1
30_1_91,1,30_1
30_1_92,1,30_1
30_1_93,1,30_1
30_1_94,1,30_1
30_1_95,1,30_1
30_1_96,1,30_1
30_1_97,1,30_1
30_1_98,1,30_1
30_1_99,1,30_1
30_1_100,1,30_1
30_1_101,1,30_1
30_1_102,1,30_1
30_1_103,1,30_1
30_1_104,1,30_1
30_1_105,1,30_1
30_1_106,1,30_1
30_1_107,1,30_1
30_1_108,1,30_1
30_1_109,1,30_1
30_1_110,1,30_1
30_1_111,1,30_1
30_1_112,1,30_1
30_1_113,1,30_1
30_1_114,1,30_1
30_1_115,1,30_1
30_1_116,1,30_1
30_1_117,1,30_1
30_1_118,1,30_1
30_1_119,1,30_1
30_1_120,1,30_1
30_1_121,1,30_1
30_1_122,1,30_1
30_1_123,1,30_1
30_1_124,1,30_1
30_1_125,1,30_1
30_1_126,1,30_1
30_1_127,1,30_1
30_1_128,1,30_1
30_1_129,1,30_1
30_1_130,1,30_1
30_1_131,1,30_1
30_1_132,1,30_1
30_1_133,1,30_1
30_1_134,1,30_1
30_1_135,1,30_1
30_1_136,1,30_1
30_1_137,1,30_1
30_1_138,1,30_1
30_1_139,1,30_1
30_1_140,1,30_1
30_1_141,1,30_1
30_1_142,1,30_1
30_1_143,1,30_1
30_1_144,1,30_1
30_1_145,1,30_1
30_1_146,1,30_1
30_1_147,1,30_1
30_1_148,1,30_1
30_1_149,1,30_1
30_1_150,1,30_1
30_1_151,1,30_1
30_1_152,1,30_1
30_1_153,1,30_1
30_1_154,2,30_1
30_1_155,2,30_1
30_1_156,2,30_1
30_1_157,2,30_1
30_1_158,2,30_1
30_1_159,2,30_1
30_1_160,2,30_1
30_1_161,2,30_1
30_1_162,2,30_1
30_1_163,2,30_1
30_1_164,2,30_1
30_1_165,2,30_1
30_1_166,2,30_1
30_1_167,2,30_1
30_1_168,2,30_1
30_1_169,2,30_1
30_1_170,2,30_1
30_1_171,2,30_1
30_1_172,2,30_1
30_1_173,2,30_1
30_1_174,2,30_1
30_1_175,2,30_1
30_1_176,2,30_1
31_1_1,1,31_1
31_1_2,1,31_1
31_1_3,1,31_1
31_1_4,1,31_1
31_1_5,1,31_1
31_1_6,1,31_1
31_1_7,1,31_1
31_1_8,1,31_1
31_1_9,1,31_1
31_1_10,1,31_1
31_1_11,1,31_1
31_1_12,1,31_1
31_1_13,1,31_1
31_1_14,1,31_1
31_1_15,1,31_1
31_1_16,1,31_1
31_1_17,1,31_1
31_1_18,1,31_1
31_1_19,1,31_1
31_1_20,1,31_1
31_1_21,1,31_1
31_1_22,1,31_1
31_1_23,1,31_1
31_1_24,1,31_1
31_1_25,1,31_1
31_1_26,1,31_1
31_1_27,1,31_1
31_1_28,1,31_1
31_1_29,1,31_1
31_1_30,1,31_1
31_1_31,1,31_1
31_1_32,1,31_1
31_1_33,1,31_1
31_1_34,1,31_1
31_1_35,1,31_1
31_1_36,1,31_1
31_1_37,1,31_1
31_1_38,1,31_1
31_1_39,1,31_1
31_1_40,1,31_1
31_1_41,1,31_1
31_1_42,1,31_1
31_1_43,1,31_1
31_1_44,1,31_1
31_1_45,1,31_1
31_1_46,1,31_1
31_1_47,1,31_1
31_1_48,1,31_1
31_1_49,1,31_1
31_1_50,1,31_1
31_1_51,1,31_1
31_1_52,1,31_1
31_1_53,1,31_1
31_1_54,1,31_1
31_1_55,1,31_1
31_1_56,1,31_1
31_1_57,1,31_1
31_1_58,1,31_1
31_1_59,1,31_1
31_1_60,1,31_1
31_1_61,1,31_1
31_1_62,1,31_1
31_1_63,1,31_1
31_1_64,1,31_1
31_1_65,1,31_1
31_1_66,1,31_1
31_1_67,1,31_1
31_1_68,1,31_1
31_1_69,1,31_1
31_1_70,1,31_1
31_1_71,1,31_1
31_1_72,1,31_1
31_1_73,1,31_1
31_1_74,1,31_1
31_1_75,1,31_1
31_1_76,1,31_1
31_1_77,1,31_1
31_1_78,1,31_1
31_1_79,1,31_1
31_1_80,1,31_1
31_1_81,1,31_1
31_1_82,1,31_1
31_1_83,1,31_1
31_1_84,1,31_1
31_1_85,1,31_1
31_1_86,1,31_1
31_1_87,1,31_1
31_1_88,1,31_1
31_1_89,1,31_1
31_1_90,1,31_1
31_1_91,1,31_1
31_1_92,1,31_1
31_1_93,1,31_1
31_1_94,1,31_1
31_1_95,1,31_1
31_1_96,1,31_1
31_1_97,1,31_1
31_1_98,1,31_1
31_1_99,1,31_1
31_1_100,1,31_1
31_1_101,1,31_1
31_1_102,1,31_1
31_1_103,1,31_1
31_1_104,1,31_1
31_1_105,1,31_1
31_1_106,1,31_1
31_1_107,1,31_1
31_1_108,1,31_1
31_1_109,1,31_1
31_1_110,1,31_1
31_1_111,1,31_1
31_1_112,1,31_1
31_1_113,1,31_1
31_1_114,1,31_1
31_1_115,1,31_1
31_1_116,1,31_1
31_1_117,1,31_1
31_1_118,1,31_1
31_1_119,1,31_1
31_1_120,1,31_1
31_1_121,1,31_1
31_1_122,1,31_1
31_1_123,1,31_1
31_1_124,1,31_1
31_1_125,1,31_1
31_1_126,1,31_1
31_1_127,1,31_1
31_1_128,1,31_1
31_1_129,1,31_1
31_1_130,1,31_1
31_1_131,1,31_1
31_1_132,1,31_1
31_1_133,1,31_1
31_1_134,1,31_1
31_1_135,1,31_1
31_1_136,1,31_1
31_1_137,1,31_1
31_1_138,1,31_1
31_1_139,1,31_1
31_1_140,1,31_1
31_1_141,1,31_1
31_1_142,1,31_1
31_1_143,1,31_1
31_1_144,1,31_1
31_1_145,1,31_1
31_1_146,1,31_1
31_1_147,1,31_1
31_1_148,1,31_1
31_1_149,1,31_1
31_1_150,1,31_1
31_1_151,1,31_1
31_1_152,1,31_1
31_1_153,1,31_1
31_1_154,2,31_1
31_1_155,2,31_1
31_1_156,2,31_1
31_1_157,2,31_1
31_1_158,2,31_1
31_1_159,2,31_1
31_1_160,2,31_1
31_1_161,2,31_1
31_1_162,2,31_1
31_1_163,2,31_1
31_1_164,2,31_1
31_1_165,2,31_1
31_1_166,2,31_1
31_1_167,2,31_1
31_1_168,2,31_1
31_1_169,2,31_1
31_1_170,2,31_1
31_1_171,2,31_1
31_1_172,2,31_1
31_1_173,2,31_1
31_1_174,2,31_1
31_1_175,2,31_1
31_1_176,2,31_1
31_1_177,2,31_1
31_1_178,2,31_1
31_1_179,2,31_1
31_1_180,2,31_1
31_1_181,2,31_1
31_1_182,2,31_1
31_1_183,2,31_1
31_1_184,2,31_1
31_1_185,2,31_1
31_1_186,2,31_1
31_1_187,2,31_1
31_1_188,2,31_1
31_1_189,2,31_1
31_1_190,2,31_1
31_1_191,2,31_1
31_1_192,2,31_1
31_1_193,2,31_1
31_1_194,2,31_1
31_1_195,2,31_1
31_1_196,2,31_1
31_1_197,2,31_1
31_1_198,2,31_1
31_1_199,2,31_1
31_1_200,2,31_1
31_1_201,2,31_1
31_1_202,2,31_1
31_1_203,2,31_1
31_1_204,2,31_1
31_1_205,2,31_1
31_1_206,2,31_1
31_1_207,2,31_1
31_1_208,2,31_1
31_1_209,2,31_1
31_1_210,2,31_1
31_1_211,2,31_1
31_1_212,2,31_1
31_1_213,2,31_1
31_1_214,2,31_1
31_1_215,2,31_1
31_1_216,2,31_1
31_1_217,2,31_1
31_1_218,2,31_1
31_1_219,2,31_1
32_1_1,1,32_1
32_1_2,1,32_1
32_1_3,1,32_1
32_1_4,1,32_1
32_1_5,1,32_1
32_1_6,1,32_1
32_1_7,1,32_1
32_1_8,1,32_1
32_1_9,1,32_1
32_1_10,1,32_1
32_1_11,1,32_1
32_1_12,1,32_1
32_1_13,1,32_1
32_1_14,1,32_1
32_1_15,1,32_1
32_1_16,1,32_1
32_1_17,1,32_1
32_1_18,1,32_1
32_1_19,1,32_1
32_1_20,1,32_1
32_1_21,1,32_1
32_1_22,1,32_1
32_1_23,1,32_1
32_1_24,1,32_1
32_1_25,1,32_1
32_1_26,1,32_1
32_1_27,1,32_1
32_1_28,1,32_1
32_1_29,1,32_1
32_1_30,1,32_1
32_1_31,2,32_1
32_1_32,2,32_1
32_1_33,2,32_1
32_1_34,2,32_1
32_1_35,2,32_1
32_1_36,2,32_1
32_1_37,2,32_1
32_1_38,2,32_1
32_1_39,2,32_1
32_1_40,2,32_1
32_1_41,2,32_1
32_1_42,2,32_1
32_1_43,2,32_1
32_1_44,2,32_1
32_1_45,2,32_1
32_1_46,2,32_1
32_1_47,2,32_1
32_1_48,2,32_1
32_1_49,2,32_1
32_1_50,2,32_1
32_1_51,2,32_1
