index,Class,video,measure,ps,frames_n,measure_scaled
182_2_174,4,182_2,25.93,0.249069,203,0.4422035008840493
182_2_175,4,182_2,25.93,0.249069,203,0.4422035008840493
182_2_176,4,182_2,25.93,0.249069,203,0.4422035008840493
182_2_177,4,182_2,25.93,0.249069,203,0.4422035008840493
182_2_178,4,182_2,25.93,0.249069,203,0.4422035008840493
182_2_179,4,182_2,25.93,0.249069,203,0.4422035008840493
182_2_180,4,182_2,25.93,0.249069,203,0.4422035008840493
182_2_181,4,182_2,25.93,0.249069,203,0.4422035008840493
182_2_182,4,182_2,25.93,0.249069,203,0.4422035008840493
182_2_183,4,182_2,25.93,0.249069,203,0.4422035008840493
184_2_216,4,184_2,19.48,0.166022,225,0.5046740312992725
184_2_217,4,184_2,19.48,0.166022,225,0.5046740312992725
184_2_218,4,184_2,19.48,0.166022,225,0.5046740312992725
184_2_219,4,184_2,19.48,0.166022,225,0.5046740312992725
184_2_220,4,184_2,19.48,0.166022,225,0.5046740312992725
184_2_221,4,184_2,19.48,0.166022,225,0.5046740312992725
184_2_222,4,184_2,19.48,0.166022,225,0.5046740312992725
184_2_223,4,184_2,19.48,0.166022,225,0.5046740312992725
184_2_224,4,184_2,19.48,0.166022,225,0.5046740312992725
184_2_225,4,184_2,19.48,0.166022,225,0.5046740312992725
188_2_39,4,188_2,20.09,0.237834,201,0.3494527933135767
188_2_40,4,188_2,20.09,0.237834,201,0.3494527933135767
188_2_41,4,188_2,20.09,0.237834,201,0.3494527933135767
188_2_42,4,188_2,20.09,0.237834,201,0.3494527933135767
188_2_166,4,188_2,20.09,0.237834,201,0.3494527933135767
188_2_167,4,188_2,20.09,0.237834,201,0.3494527933135767
188_2_168,4,188_2,20.09,0.237834,201,0.3494527933135767
189_2_93,4,189_2,18.32,0.130498,94,0.6135519758750244
189_2_94,4,189_2,18.32,0.130498,94,0.6135519758750244
192_2_1,4,192_2,13.78,0.090097,71,0.6728807149998921
192_2_2,4,192_2,13.78,0.090097,71,0.6728807149998921
192_2_39,4,192_2,13.78,0.090097,71,0.6728807149998921
192_2_40,4,192_2,13.78,0.090097,71,0.6728807149998921
192_2_41,4,192_2,13.78,0.090097,71,0.6728807149998921
192_2_68,4,192_2,13.78,0.090097,71,0.6728807149998921
192_2_69,4,192_2,13.78,0.090097,71,0.6728807149998921
192_2_70,4,192_2,13.78,0.090097,71,0.6728807149998921
192_2_71,4,192_2,13.78,0.090097,71,0.6728807149998921
193_2_78,4,193_2,16.02,0.124825,83,0.5566574061621662
193_2_79,4,193_2,16.02,0.124825,83,0.5566574061621662
193_2_80,4,193_2,16.02,0.124825,83,0.5566574061621662
193_2_81,4,193_2,16.02,0.124825,83,0.5566574061621662
193_2_82,4,193_2,16.02,0.124825,83,0.5566574061621662
193_2_83,4,193_2,16.02,0.124825,83,0.5566574061621662
196_2_109,4,196_2,16.11,0.105725,157,0.6701893044275137
196_2_110,4,196_2,16.11,0.105725,157,0.6701893044275137
196_2_111,4,196_2,16.11,0.105725,157,0.6701893044275137
196_2_112,4,196_2,16.11,0.105725,157,0.6701893044275137
196_2_113,4,196_2,16.11,0.105725,157,0.6701893044275137
196_2_114,4,196_2,16.11,0.105725,157,0.6701893044275137
196_2_154,4,196_2,16.11,0.105725,157,0.6701893044275137
196_2_155,4,196_2,16.11,0.105725,157,0.6701893044275137
196_2_156,4,196_2,16.11,0.105725,157,0.6701893044275137
196_2_157,4,196_2,16.11,0.105725,157,0.6701893044275137
197_2_111,4,197_2,23.79,0.205116,136,0.4982943430193029
197_2_112,4,197_2,23.79,0.205116,136,0.4982943430193029
197_2_113,4,197_2,23.79,0.205116,136,0.4982943430193029
197_2_114,4,197_2,23.79,0.205116,136,0.4982943430193029
197_2_115,4,197_2,23.79,0.205116,136,0.4982943430193029
197_2_116,4,197_2,23.79,0.205116,136,0.4982943430193029
197_2_117,4,197_2,23.79,0.205116,136,0.4982943430193029
197_2_118,4,197_2,23.79,0.205116,136,0.4982943430193029
197_2_119,4,197_2,23.79,0.205116,136,0.4982943430193029
197_2_120,4,197_2,23.79,0.205116,136,0.4982943430193029
197_2_121,4,197_2,23.79,0.205116,136,0.4982943430193029
197_2_122,4,197_2,23.79,0.205116,136,0.4982943430193029
197_2_123,4,197_2,23.79,0.205116,136,0.4982943430193029
197_2_124,4,197_2,23.79,0.205116,136,0.4982943430193029
197_2_125,4,197_2,23.79,0.205116,136,0.4982943430193029
197_2_126,4,197_2,23.79,0.205116,136,0.4982943430193029
197_2_127,4,197_2,23.79,0.205116,136,0.4982943430193029
200_2_139,4,200_2,20.92,0.139701,182,0.657776310515775
200_2_140,4,200_2,20.92,0.139701,182,0.657776310515775
200_2_141,4,200_2,20.92,0.139701,182,0.657776310515775
200_2_142,4,200_2,20.92,0.139701,182,0.657776310515775
200_2_143,4,200_2,20.92,0.139701,182,0.657776310515775
200_2_144,4,200_2,20.92,0.139701,182,0.657776310515775
200_2_145,4,200_2,20.92,0.139701,182,0.657776310515775
200_2_146,4,200_2,20.92,0.139701,182,0.657776310515775
200_2_147,4,200_2,20.92,0.139701,182,0.657776310515775
200_2_148,4,200_2,20.92,0.139701,182,0.657776310515775
200_2_149,4,200_2,20.92,0.139701,182,0.657776310515775
200_2_150,4,200_2,20.92,0.139701,182,0.657776310515775
200_2_151,4,200_2,20.92,0.139701,182,0.657776310515775
200_2_152,4,200_2,20.92,0.139701,182,0.657776310515775
200_2_153,4,200_2,20.92,0.139701,182,0.657776310515775
200_2_154,4,200_2,20.92,0.139701,182,0.657776310515775
200_2_155,4,200_2,20.92,0.139701,182,0.657776310515775
200_2_156,4,200_2,20.92,0.139701,182,0.657776310515775
200_2_157,4,200_2,20.92,0.139701,182,0.657776310515775
200_2_158,4,200_2,20.92,0.139701,182,0.657776310515775
200_2_159,4,200_2,20.92,0.139701,182,0.657776310515775
200_2_160,4,200_2,20.92,0.139701,182,0.657776310515775
200_2_161,4,200_2,20.92,0.139701,182,0.657776310515775
200_2_162,4,200_2,20.92,0.139701,182,0.657776310515775
200_2_163,4,200_2,20.92,0.139701,182,0.657776310515775
200_2_164,4,200_2,20.92,0.139701,182,0.657776310515775
200_2_165,4,200_2,20.92,0.139701,182,0.657776310515775
200_2_166,4,200_2,20.92,0.139701,182,0.657776310515775
200_2_167,4,200_2,20.92,0.139701,182,0.657776310515775
200_2_168,4,200_2,20.92,0.139701,182,0.657776310515775
200_2_169,4,200_2,20.92,0.139701,182,0.657776310515775
200_2_170,4,200_2,20.92,0.139701,182,0.657776310515775
200_2_171,4,200_2,20.92,0.139701,182,0.657776310515775
200_2_172,4,200_2,20.92,0.139701,182,0.657776310515775
200_2_173,4,200_2,20.92,0.139701,182,0.657776310515775
203_2_39,4,203_2,15.19,0.092865,87,0.7230630051799914
203_2_52,4,203_2,15.19,0.092865,87,0.7230630051799914
203_2_53,4,203_2,15.19,0.092865,87,0.7230630051799914
203_2_54,4,203_2,15.19,0.092865,87,0.7230630051799914
203_2_55,4,203_2,15.19,0.092865,87,0.7230630051799914
203_2_56,4,203_2,15.19,0.092865,87,0.7230630051799914
225_2_139,4,225_2,15.84,0.113186,251,0.6114800865198081
225_2_140,4,225_2,15.84,0.113186,251,0.6114800865198081
225_2_141,4,225_2,15.84,0.113186,251,0.6114800865198081
225_2_142,4,225_2,15.84,0.113186,251,0.6114800865198081
225_2_143,4,225_2,15.84,0.113186,251,0.6114800865198081
225_2_144,4,225_2,15.84,0.113186,251,0.6114800865198081
225_2_145,4,225_2,15.84,0.113186,251,0.6114800865198081
225_2_146,4,225_2,15.84,0.113186,251,0.6114800865198081
225_2_147,4,225_2,15.84,0.113186,251,0.6114800865198081
225_2_148,4,225_2,15.84,0.113186,251,0.6114800865198081
225_2_149,4,225_2,15.84,0.113186,251,0.6114800865198081
225_2_150,4,225_2,15.84,0.113186,251,0.6114800865198081
225_2_151,4,225_2,15.84,0.113186,251,0.6114800865198081
225_2_188,4,225_2,15.84,0.113186,251,0.6114800865198081
225_2_189,4,225_2,15.84,0.113186,251,0.6114800865198081
225_2_190,4,225_2,15.84,0.113186,251,0.6114800865198081
225_2_191,4,225_2,15.84,0.113186,251,0.6114800865198081
225_2_192,4,225_2,15.84,0.113186,251,0.6114800865198081
225_2_193,4,225_2,15.84,0.113186,251,0.6114800865198081
225_2_194,4,225_2,15.84,0.113186,251,0.6114800865198081
225_2_195,4,225_2,15.84,0.113186,251,0.6114800865198081
225_2_196,4,225_2,15.84,0.113186,251,0.6114800865198081
225_2_197,4,225_2,15.84,0.113186,251,0.6114800865198081
225_2_198,4,225_2,15.84,0.113186,251,0.6114800865198081
225_2_199,4,225_2,15.84,0.113186,251,0.6114800865198081
225_2_200,4,225_2,15.84,0.113186,251,0.6114800865198081
226_2_10,4,226_2,21.6,0.126437,383,0.7573788678403792
226_2_11,4,226_2,21.6,0.126437,383,0.7573788678403792
226_2_12,4,226_2,21.6,0.126437,383,0.7573788678403792
226_2_13,4,226_2,21.6,0.126437,383,0.7573788678403792
226_2_14,4,226_2,21.6,0.126437,383,0.7573788678403792
226_2_15,4,226_2,21.6,0.126437,383,0.7573788678403792
226_2_36,4,226_2,21.6,0.126437,383,0.7573788678403792
226_2_37,4,226_2,21.6,0.126437,383,0.7573788678403792
226_2_38,4,226_2,21.6,0.126437,383,0.7573788678403792
226_2_39,4,226_2,21.6,0.126437,383,0.7573788678403792
226_2_40,4,226_2,21.6,0.126437,383,0.7573788678403792
226_2_41,4,226_2,21.6,0.126437,383,0.7573788678403792
226_2_42,4,226_2,21.6,0.126437,383,0.7573788678403792
226_2_43,4,226_2,21.6,0.126437,383,0.7573788678403792
226_2_44,4,226_2,21.6,0.126437,383,0.7573788678403792
226_2_45,4,226_2,21.6,0.126437,383,0.7573788678403792
226_2_46,4,226_2,21.6,0.126437,383,0.7573788678403792
226_2_47,4,226_2,21.6,0.126437,383,0.7573788678403792
226_2_48,4,226_2,21.6,0.126437,383,0.7573788678403792
226_2_60,4,226_2,21.6,0.126437,383,0.7573788678403792
226_2_61,4,226_2,21.6,0.126437,383,0.7573788678403792
226_2_62,4,226_2,21.6,0.126437,383,0.7573788678403792
226_2_63,4,226_2,21.6,0.126437,383,0.7573788678403792
226_2_64,4,226_2,21.6,0.126437,383,0.7573788678403792
226_2_65,4,226_2,21.6,0.126437,383,0.7573788678403792
226_2_66,4,226_2,21.6,0.126437,383,0.7573788678403792
226_2_67,4,226_2,21.6,0.126437,383,0.7573788678403792
226_2_68,4,226_2,21.6,0.126437,383,0.7573788678403792
226_2_69,4,226_2,21.6,0.126437,383,0.7573788678403792
226_2_70,4,226_2,21.6,0.126437,383,0.7573788678403792
226_2_71,4,226_2,21.6,0.126437,383,0.7573788678403792
226_2_72,4,226_2,21.6,0.126437,383,0.7573788678403792
226_2_73,4,226_2,21.6,0.126437,383,0.7573788678403792
226_2_74,4,226_2,21.6,0.126437,383,0.7573788678403792
226_2_75,4,226_2,21.6,0.126437,383,0.7573788678403792
226_2_76,4,226_2,21.6,0.126437,383,0.7573788678403792
226_2_77,4,226_2,21.6,0.126437,383,0.7573788678403792
226_2_78,4,226_2,21.6,0.126437,383,0.7573788678403792
238_2_1,4,238_2,26.55,0.130255,327,0.9132222173061392
238_2_2,4,238_2,26.55,0.130255,327,0.9132222173061392
238_2_3,4,238_2,26.55,0.130255,327,0.9132222173061392
238_2_4,4,238_2,26.55,0.130255,327,0.9132222173061392
238_2_5,4,238_2,26.55,0.130255,327,0.9132222173061392
238_2_6,4,238_2,26.55,0.130255,327,0.9132222173061392
238_2_7,4,238_2,26.55,0.130255,327,0.9132222173061392
238_2_8,4,238_2,26.55,0.130255,327,0.9132222173061392
238_2_9,4,238_2,26.55,0.130255,327,0.9132222173061392
238_2_10,4,238_2,26.55,0.130255,327,0.9132222173061392
238_2_11,4,238_2,26.55,0.130255,327,0.9132222173061392
238_2_12,4,238_2,26.55,0.130255,327,0.9132222173061392
238_2_13,4,238_2,26.55,0.130255,327,0.9132222173061392
248_2_1,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_2,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_3,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_4,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_5,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_6,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_7,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_8,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_9,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_10,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_11,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_12,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_13,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_14,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_56,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_57,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_58,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_59,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_60,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_61,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_62,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_63,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_64,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_65,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_66,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_67,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_68,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_69,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_70,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_71,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_72,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_73,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_74,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_75,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_76,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_77,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_78,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_79,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_80,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_81,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_82,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_83,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_84,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_85,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_86,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_87,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_88,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_89,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_90,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_91,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_92,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_93,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_94,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_95,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_96,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_109,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_110,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_111,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_112,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_113,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_114,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_115,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_116,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_117,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_118,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_119,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_120,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_121,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_122,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_123,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_124,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_125,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_126,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_127,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_128,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_129,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_130,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_131,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_132,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_133,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_134,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_135,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_136,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_137,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_138,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_139,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_140,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_141,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_142,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_143,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_144,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_145,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_146,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_147,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_148,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_149,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_150,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_151,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_152,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_153,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_154,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_155,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_156,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_157,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_158,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_159,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_160,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_161,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_162,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_321,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_322,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_323,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_324,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_325,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_326,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_327,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_328,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_329,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_330,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_331,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_332,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_333,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_334,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_335,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_336,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_337,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_338,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_339,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_340,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_341,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_342,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_343,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_344,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_345,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_346,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_347,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_348,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_349,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_350,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_351,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_352,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_353,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_354,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_355,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_356,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_357,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_358,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_359,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_360,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_361,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_362,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_363,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_364,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_365,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_366,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_367,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_368,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_369,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_370,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_371,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_372,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_373,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_374,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_375,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_376,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_377,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_378,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_379,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_380,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_381,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_382,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_383,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_384,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_385,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_386,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_387,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_388,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_389,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_390,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_391,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_392,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_393,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_394,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_395,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_396,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_428,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_429,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_430,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_431,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_432,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_433,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_434,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_435,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_436,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_437,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_438,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_439,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_440,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_441,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_442,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_443,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_444,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_445,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_446,4,248_2,13.52,0.066527,479,0.9103637529231844
248_2_447,4,248_2,13.52,0.066527,479,0.9103637529231844
249_2_21,4,249_2,28.5,0.175067,212,0.7193979496305314
249_2_22,4,249_2,28.5,0.175067,212,0.7193979496305314
249_2_23,4,249_2,28.5,0.175067,212,0.7193979496305314
249_2_37,4,249_2,28.5,0.175067,212,0.7193979496305314
249_2_38,4,249_2,28.5,0.175067,212,0.7193979496305314
249_2_39,4,249_2,28.5,0.175067,212,0.7193979496305314
249_2_55,4,249_2,28.5,0.175067,212,0.7193979496305314
249_2_56,4,249_2,28.5,0.175067,212,0.7193979496305314
249_2_57,4,249_2,28.5,0.175067,212,0.7193979496305314
249_2_58,4,249_2,28.5,0.175067,212,0.7193979496305314
249_2_59,4,249_2,28.5,0.175067,212,0.7193979496305314
249_2_60,4,249_2,28.5,0.175067,212,0.7193979496305314
249_2_75,4,249_2,28.5,0.175067,212,0.7193979496305314
249_2_76,4,249_2,28.5,0.175067,212,0.7193979496305314
249_2_77,4,249_2,28.5,0.175067,212,0.7193979496305314
249_2_78,4,249_2,28.5,0.175067,212,0.7193979496305314
249_2_79,4,249_2,28.5,0.175067,212,0.7193979496305314
249_2_80,4,249_2,28.5,0.175067,212,0.7193979496305314
249_2_81,4,249_2,28.5,0.175067,212,0.7193979496305314
249_2_82,4,249_2,28.5,0.175067,212,0.7193979496305314
249_2_83,4,249_2,28.5,0.175067,212,0.7193979496305314
249_2_84,4,249_2,28.5,0.175067,212,0.7193979496305314
249_2_85,4,249_2,28.5,0.175067,212,0.7193979496305314
249_2_86,4,249_2,28.5,0.175067,212,0.7193979496305314
249_2_87,4,249_2,28.5,0.175067,212,0.7193979496305314
249_2_88,4,249_2,28.5,0.175067,212,0.7193979496305314
249_2_89,4,249_2,28.5,0.175067,212,0.7193979496305314
249_2_90,4,249_2,28.5,0.175067,212,0.7193979496305314
249_2_91,4,249_2,28.5,0.175067,212,0.7193979496305314
249_2_92,4,249_2,28.5,0.175067,212,0.7193979496305314
249_2_109,4,249_2,28.5,0.175067,212,0.7193979496305314
249_2_110,4,249_2,28.5,0.175067,212,0.7193979496305314
249_2_111,4,249_2,28.5,0.175067,212,0.7193979496305314
249_2_112,4,249_2,28.5,0.175067,212,0.7193979496305314
249_2_113,4,249_2,28.5,0.175067,212,0.7193979496305314
249_2_114,4,249_2,28.5,0.175067,212,0.7193979496305314
249_2_115,4,249_2,28.5,0.175067,212,0.7193979496305314
249_2_116,4,249_2,28.5,0.175067,212,0.7193979496305314
249_2_117,4,249_2,28.5,0.175067,212,0.7193979496305314
249_2_118,4,249_2,28.5,0.175067,212,0.7193979496305314
249_2_119,4,249_2,28.5,0.175067,212,0.7193979496305314
249_2_120,4,249_2,28.5,0.175067,212,0.7193979496305314
249_2_121,4,249_2,28.5,0.175067,212,0.7193979496305314
