index,Class,video,HC,head_ps,frames_n_x,frames_n_y
19_1_233,2,19_1,25.51,0.148224,304,304
19_1_234,2,19_1,25.51,0.148224,304,304
19_1_235,2,19_1,25.51,0.148224,304,304
19_1_236,2,19_1,25.51,0.148224,304,304
19_1_237,2,19_1,25.51,0.148224,304,304
19_1_238,2,19_1,25.51,0.148224,304,304
19_1_239,2,19_1,25.51,0.148224,304,304
19_1_240,2,19_1,25.51,0.148224,304,304
19_1_241,2,19_1,25.51,0.148224,304,304
19_1_242,2,19_1,25.51,0.148224,304,304
19_1_243,2,19_1,25.51,0.148224,304,304
19_1_244,2,19_1,25.51,0.148224,304,304
19_1_245,2,19_1,25.51,0.148224,304,304
19_1_246,2,19_1,25.51,0.148224,304,304
19_1_247,2,19_1,25.51,0.148224,304,304
19_1_248,2,19_1,25.51,0.148224,304,304
19_1_249,2,19_1,25.51,0.148224,304,304
19_1_250,2,19_1,25.51,0.148224,304,304
19_1_251,2,19_1,25.51,0.148224,304,304
19_1_252,2,19_1,25.51,0.148224,304,304
19_1_253,2,19_1,25.51,0.148224,304,304
19_1_254,2,19_1,25.51,0.148224,304,304
19_1_255,2,19_1,25.51,0.148224,304,304
19_1_256,2,19_1,25.51,0.148224,304,304
19_1_257,2,19_1,25.51,0.148224,304,304
21_1_43,2,21_1,21.65,0.119905,70,70
21_1_44,2,21_1,21.65,0.119905,70,70
21_1_45,2,21_1,21.65,0.119905,70,70
21_1_46,2,21_1,21.65,0.119905,70,70
21_1_47,2,21_1,21.65,0.119905,70,70
21_1_48,2,21_1,21.65,0.119905,70,70
21_1_49,2,21_1,21.65,0.119905,70,70
21_1_60,2,21_1,21.65,0.119905,70,70
21_1_61,2,21_1,21.65,0.119905,70,70
21_1_62,2,21_1,21.65,0.119905,70,70
21_1_63,2,21_1,21.65,0.119905,70,70
21_1_64,2,21_1,21.65,0.119905,70,70
21_1_65,2,21_1,21.65,0.119905,70,70
21_1_66,2,21_1,21.65,0.119905,70,70
21_1_67,2,21_1,21.65,0.119905,70,70
21_1_68,2,21_1,21.65,0.119905,70,70
21_1_69,2,21_1,21.65,0.119905,70,70
21_1_70,2,21_1,21.65,0.119905,70,70
23_1_50,2,23_1,17.75,0.190267,150,150
27_1_108,2,27_1,14.92,0.085807,136,136
27_1_109,2,27_1,14.92,0.085807,136,136
27_1_110,2,27_1,14.92,0.085807,136,136
27_1_111,2,27_1,14.92,0.085807,136,136
27_1_112,2,27_1,14.92,0.085807,136,136
27_1_113,2,27_1,14.92,0.085807,136,136
27_1_114,2,27_1,14.92,0.085807,136,136
27_1_115,2,27_1,14.92,0.085807,136,136
27_1_116,2,27_1,14.92,0.085807,136,136
27_1_117,2,27_1,14.92,0.085807,136,136
27_1_118,2,27_1,14.92,0.085807,136,136
27_1_119,2,27_1,14.92,0.085807,136,136
27_1_120,2,27_1,14.92,0.085807,136,136
27_1_121,2,27_1,14.92,0.085807,136,136
27_1_122,2,27_1,14.92,0.085807,136,136
27_1_123,2,27_1,14.92,0.085807,136,136
27_1_124,2,27_1,14.92,0.085807,136,136
27_1_125,2,27_1,14.92,0.085807,136,136
27_1_126,2,27_1,14.92,0.085807,136,136
27_1_127,2,27_1,14.92,0.085807,136,136
27_1_128,2,27_1,14.92,0.085807,136,136
27_1_129,2,27_1,14.92,0.085807,136,136
27_1_130,2,27_1,14.92,0.085807,136,136
27_1_131,2,27_1,14.92,0.085807,136,136
27_1_132,2,27_1,14.92,0.085807,136,136
27_1_133,2,27_1,14.92,0.085807,136,136
27_1_134,2,27_1,14.92,0.085807,136,136
27_1_135,2,27_1,14.92,0.085807,136,136
27_1_136,2,27_1,14.92,0.085807,136,136
30_1_154,2,30_1,27.53,0.28967,176,176
30_1_155,2,30_1,27.53,0.28967,176,176
30_1_156,2,30_1,27.53,0.28967,176,176
30_1_157,2,30_1,27.53,0.28967,176,176
30_1_158,2,30_1,27.53,0.28967,176,176
30_1_159,2,30_1,27.53,0.28967,176,176
30_1_160,2,30_1,27.53,0.28967,176,176
30_1_161,2,30_1,27.53,0.28967,176,176
30_1_162,2,30_1,27.53,0.28967,176,176
30_1_163,2,30_1,27.53,0.28967,176,176
30_1_164,2,30_1,27.53,0.28967,176,176
30_1_165,2,30_1,27.53,0.28967,176,176
30_1_166,2,30_1,27.53,0.28967,176,176
30_1_167,2,30_1,27.53,0.28967,176,176
30_1_168,2,30_1,27.53,0.28967,176,176
30_1_169,2,30_1,27.53,0.28967,176,176
30_1_170,2,30_1,27.53,0.28967,176,176
30_1_171,2,30_1,27.53,0.28967,176,176
30_1_172,2,30_1,27.53,0.28967,176,176
30_1_173,2,30_1,27.53,0.28967,176,176
30_1_174,2,30_1,27.53,0.28967,176,176
30_1_175,2,30_1,27.53,0.28967,176,176
30_1_176,2,30_1,27.53,0.28967,176,176
31_1_154,2,31_1,19.68,0.119412,219,219
31_1_155,2,31_1,19.68,0.119412,219,219
31_1_156,2,31_1,19.68,0.119412,219,219
31_1_157,2,31_1,19.68,0.119412,219,219
31_1_158,2,31_1,19.68,0.119412,219,219
31_1_159,2,31_1,19.68,0.119412,219,219
31_1_160,2,31_1,19.68,0.119412,219,219
31_1_161,2,31_1,19.68,0.119412,219,219
31_1_162,2,31_1,19.68,0.119412,219,219
31_1_163,2,31_1,19.68,0.119412,219,219
31_1_164,2,31_1,19.68,0.119412,219,219
31_1_165,2,31_1,19.68,0.119412,219,219
31_1_166,2,31_1,19.68,0.119412,219,219
31_1_167,2,31_1,19.68,0.119412,219,219
31_1_168,2,31_1,19.68,0.119412,219,219
31_1_169,2,31_1,19.68,0.119412,219,219
31_1_170,2,31_1,19.68,0.119412,219,219
31_1_171,2,31_1,19.68,0.119412,219,219
31_1_172,2,31_1,19.68,0.119412,219,219
31_1_173,2,31_1,19.68,0.119412,219,219
31_1_174,2,31_1,19.68,0.119412,219,219
31_1_175,2,31_1,19.68,0.119412,219,219
31_1_176,2,31_1,19.68,0.119412,219,219
31_1_177,2,31_1,19.68,0.119412,219,219
31_1_178,2,31_1,19.68,0.119412,219,219
31_1_179,2,31_1,19.68,0.119412,219,219
31_1_180,2,31_1,19.68,0.119412,219,219
31_1_181,2,31_1,19.68,0.119412,219,219
31_1_182,2,31_1,19.68,0.119412,219,219
31_1_183,2,31_1,19.68,0.119412,219,219
31_1_184,2,31_1,19.68,0.119412,219,219
31_1_185,2,31_1,19.68,0.119412,219,219
31_1_186,2,31_1,19.68,0.119412,219,219
31_1_187,2,31_1,19.68,0.119412,219,219
31_1_188,2,31_1,19.68,0.119412,219,219
31_1_189,2,31_1,19.68,0.119412,219,219
31_1_190,2,31_1,19.68,0.119412,219,219
31_1_191,2,31_1,19.68,0.119412,219,219
31_1_192,2,31_1,19.68,0.119412,219,219
31_1_193,2,31_1,19.68,0.119412,219,219
31_1_194,2,31_1,19.68,0.119412,219,219
31_1_195,2,31_1,19.68,0.119412,219,219
31_1_196,2,31_1,19.68,0.119412,219,219
31_1_197,2,31_1,19.68,0.119412,219,219
31_1_198,2,31_1,19.68,0.119412,219,219
31_1_199,2,31_1,19.68,0.119412,219,219
31_1_200,2,31_1,19.68,0.119412,219,219
31_1_201,2,31_1,19.68,0.119412,219,219
31_1_202,2,31_1,19.68,0.119412,219,219
31_1_203,2,31_1,19.68,0.119412,219,219
31_1_204,2,31_1,19.68,0.119412,219,219
31_1_205,2,31_1,19.68,0.119412,219,219
31_1_206,2,31_1,19.68,0.119412,219,219
31_1_207,2,31_1,19.68,0.119412,219,219
31_1_208,2,31_1,19.68,0.119412,219,219
31_1_209,2,31_1,19.68,0.119412,219,219
31_1_210,2,31_1,19.68,0.119412,219,219
31_1_211,2,31_1,19.68,0.119412,219,219
31_1_212,2,31_1,19.68,0.119412,219,219
31_1_213,2,31_1,19.68,0.119412,219,219
31_1_214,2,31_1,19.68,0.119412,219,219
31_1_215,2,31_1,19.68,0.119412,219,219
31_1_216,2,31_1,19.68,0.119412,219,219
31_1_217,2,31_1,19.68,0.119412,219,219
31_1_218,2,31_1,19.68,0.119412,219,219
31_1_219,2,31_1,19.68,0.119412,219,219
32_1_31,2,32_1,18.59,0.114839,64,64
32_1_32,2,32_1,18.59,0.114839,64,64
32_1_33,2,32_1,18.59,0.114839,64,64
32_1_34,2,32_1,18.59,0.114839,64,64
32_1_35,2,32_1,18.59,0.114839,64,64
32_1_36,2,32_1,18.59,0.114839,64,64
32_1_37,2,32_1,18.59,0.114839,64,64
32_1_38,2,32_1,18.59,0.114839,64,64
32_1_39,2,32_1,18.59,0.114839,64,64
32_1_40,2,32_1,18.59,0.114839,64,64
32_1_41,2,32_1,18.59,0.114839,64,64
32_1_42,2,32_1,18.59,0.114839,64,64
32_1_43,2,32_1,18.59,0.114839,64,64
32_1_44,2,32_1,18.59,0.114839,64,64
32_1_45,2,32_1,18.59,0.114839,64,64
32_1_46,2,32_1,18.59,0.114839,64,64
32_1_47,2,32_1,18.59,0.114839,64,64
32_1_48,2,32_1,18.59,0.114839,64,64
32_1_49,2,32_1,18.59,0.114839,64,64
32_1_50,2,32_1,18.59,0.114839,64,64
32_1_51,2,32_1,18.59,0.114839,64,64
32_1_52,2,32_1,18.59,0.114839,64,64
32_1_53,2,32_1,18.59,0.114839,64,64
32_1_54,2,32_1,18.59,0.114839,64,64
32_1_55,2,32_1,18.59,0.114839,64,64
32_1_56,2,32_1,18.59,0.114839,64,64
32_1_57,2,32_1,18.59,0.114839,64,64
32_1_58,2,32_1,18.59,0.114839,64,64
32_1_59,2,32_1,18.59,0.114839,64,64
32_1_60,2,32_1,18.59,0.114839,64,64
32_1_61,2,32_1,18.59,0.114839,64,64
32_1_62,2,32_1,18.59,0.114839,64,64
32_1_63,2,32_1,18.59,0.114839,64,64
32_1_64,2,32_1,18.59,0.114839,64,64
33_1_1,2,33_1,23.48,0.126135,272,272
33_1_2,2,33_1,23.48,0.126135,272,272
33_1_3,2,33_1,23.48,0.126135,272,272
33_1_4,2,33_1,23.48,0.126135,272,272
33_1_5,2,33_1,23.48,0.126135,272,272
33_1_6,2,33_1,23.48,0.126135,272,272
33_1_7,2,33_1,23.48,0.126135,272,272
33_1_8,2,33_1,23.48,0.126135,272,272
33_1_9,2,33_1,23.48,0.126135,272,272
33_1_10,2,33_1,23.48,0.126135,272,272
33_1_11,2,33_1,23.48,0.126135,272,272
33_1_12,2,33_1,23.48,0.126135,272,272
33_1_13,2,33_1,23.48,0.126135,272,272
33_1_14,2,33_1,23.48,0.126135,272,272
33_1_15,2,33_1,23.48,0.126135,272,272
33_1_16,2,33_1,23.48,0.126135,272,272
33_1_17,2,33_1,23.48,0.126135,272,272
33_1_18,2,33_1,23.48,0.126135,272,272
33_1_19,2,33_1,23.48,0.126135,272,272
33_1_20,2,33_1,23.48,0.126135,272,272
33_1_21,2,33_1,23.48,0.126135,272,272
33_1_22,2,33_1,23.48,0.126135,272,272
33_1_23,2,33_1,23.48,0.126135,272,272
33_1_24,2,33_1,23.48,0.126135,272,272
33_1_25,2,33_1,23.48,0.126135,272,272
33_1_26,2,33_1,23.48,0.126135,272,272
33_1_27,2,33_1,23.48,0.126135,272,272
33_1_28,2,33_1,23.48,0.126135,272,272
33_1_29,2,33_1,23.48,0.126135,272,272
33_1_30,2,33_1,23.48,0.126135,272,272
33_1_31,2,33_1,23.48,0.126135,272,272
33_1_32,2,33_1,23.48,0.126135,272,272
33_1_33,2,33_1,23.48,0.126135,272,272
33_1_34,2,33_1,23.48,0.126135,272,272
33_1_35,2,33_1,23.48,0.126135,272,272
33_1_36,2,33_1,23.48,0.126135,272,272
33_1_37,2,33_1,23.48,0.126135,272,272
33_1_38,2,33_1,23.48,0.126135,272,272
33_1_39,2,33_1,23.48,0.126135,272,272
33_1_40,2,33_1,23.48,0.126135,272,272
33_1_41,2,33_1,23.48,0.126135,272,272
33_1_42,2,33_1,23.48,0.126135,272,272
33_1_43,2,33_1,23.48,0.126135,272,272
33_1_44,2,33_1,23.48,0.126135,272,272
33_1_45,2,33_1,23.48,0.126135,272,272
33_1_46,2,33_1,23.48,0.126135,272,272
33_1_47,2,33_1,23.48,0.126135,272,272
33_1_48,2,33_1,23.48,0.126135,272,272
33_1_49,2,33_1,23.48,0.126135,272,272
33_1_50,2,33_1,23.48,0.126135,272,272
33_1_51,2,33_1,23.48,0.126135,272,272
33_1_52,2,33_1,23.48,0.126135,272,272
33_1_53,2,33_1,23.48,0.126135,272,272
33_1_54,2,33_1,23.48,0.126135,272,272
33_1_55,2,33_1,23.48,0.126135,272,272
33_1_56,2,33_1,23.48,0.126135,272,272
33_1_57,2,33_1,23.48,0.126135,272,272
34_1_79,2,34_1,31.28,0.316997,405,405
34_1_80,2,34_1,31.28,0.316997,405,405
34_1_81,2,34_1,31.28,0.316997,405,405
34_1_82,2,34_1,31.28,0.316997,405,405
34_1_83,2,34_1,31.28,0.316997,405,405
34_1_84,2,34_1,31.28,0.316997,405,405
34_1_85,2,34_1,31.28,0.316997,405,405
34_1_86,2,34_1,31.28,0.316997,405,405
34_1_165,2,34_1,31.28,0.316997,405,405
34_1_166,2,34_1,31.28,0.316997,405,405
34_1_167,2,34_1,31.28,0.316997,405,405
34_1_168,2,34_1,31.28,0.316997,405,405
34_1_169,2,34_1,31.28,0.316997,405,405
34_1_170,2,34_1,31.28,0.316997,405,405
34_1_171,2,34_1,31.28,0.316997,405,405
34_1_172,2,34_1,31.28,0.316997,405,405
34_1_173,2,34_1,31.28,0.316997,405,405
34_1_174,2,34_1,31.28,0.316997,405,405
34_1_175,2,34_1,31.28,0.316997,405,405
34_1_176,2,34_1,31.28,0.316997,405,405
34_1_177,2,34_1,31.28,0.316997,405,405
34_1_178,2,34_1,31.28,0.316997,405,405
34_1_179,2,34_1,31.28,0.316997,405,405
34_1_180,2,34_1,31.28,0.316997,405,405
34_1_181,2,34_1,31.28,0.316997,405,405
34_1_182,2,34_1,31.28,0.316997,405,405
34_1_183,2,34_1,31.28,0.316997,405,405
34_1_184,2,34_1,31.28,0.316997,405,405
34_1_185,2,34_1,31.28,0.316997,405,405
34_1_186,2,34_1,31.28,0.316997,405,405
34_1_187,2,34_1,31.28,0.316997,405,405
34_1_188,2,34_1,31.28,0.316997,405,405
34_1_189,2,34_1,31.28,0.316997,405,405
34_1_190,2,34_1,31.28,0.316997,405,405
34_1_191,2,34_1,31.28,0.316997,405,405
34_1_192,2,34_1,31.28,0.316997,405,405
34_1_193,2,34_1,31.28,0.316997,405,405
34_1_194,2,34_1,31.28,0.316997,405,405
34_1_195,2,34_1,31.28,0.316997,405,405
34_1_196,2,34_1,31.28,0.316997,405,405
34_1_197,2,34_1,31.28,0.316997,405,405
34_1_198,2,34_1,31.28,0.316997,405,405
37_1_82,2,37_1,21.26,0.217936,110,110
37_1_83,2,37_1,21.26,0.217936,110,110
37_1_84,2,37_1,21.26,0.217936,110,110
37_1_85,2,37_1,21.26,0.217936,110,110
37_1_86,2,37_1,21.26,0.217936,110,110
37_1_87,2,37_1,21.26,0.217936,110,110
37_1_88,2,37_1,21.26,0.217936,110,110
37_1_89,2,37_1,21.26,0.217936,110,110
37_1_90,2,37_1,21.26,0.217936,110,110
37_1_91,2,37_1,21.26,0.217936,110,110
37_1_92,2,37_1,21.26,0.217936,110,110
37_1_93,2,37_1,21.26,0.217936,110,110
37_1_94,2,37_1,21.26,0.217936,110,110
37_1_95,2,37_1,21.26,0.217936,110,110
37_1_96,2,37_1,21.26,0.217936,110,110
37_1_97,2,37_1,21.26,0.217936,110,110
37_1_98,2,37_1,21.26,0.217936,110,110
37_1_99,2,37_1,21.26,0.217936,110,110
37_1_100,2,37_1,21.26,0.217936,110,110
37_1_101,2,37_1,21.26,0.217936,110,110
37_1_102,2,37_1,21.26,0.217936,110,110
37_1_103,2,37_1,21.26,0.217936,110,110
37_1_104,2,37_1,21.26,0.217936,110,110
37_1_105,2,37_1,21.26,0.217936,110,110
37_1_106,2,37_1,21.26,0.217936,110,110
37_1_107,2,37_1,21.26,0.217936,110,110
37_1_108,2,37_1,21.26,0.217936,110,110
37_1_109,2,37_1,21.26,0.217936,110,110
37_1_110,2,37_1,21.26,0.217936,110,110
38_1_133,2,38_1,21.89,0.143193,229,229
38_1_134,2,38_1,21.89,0.143193,229,229
38_1_135,2,38_1,21.89,0.143193,229,229
38_1_136,2,38_1,21.89,0.143193,229,229
38_1_137,2,38_1,21.89,0.143193,229,229
38_1_138,2,38_1,21.89,0.143193,229,229
38_1_139,2,38_1,21.89,0.143193,229,229
38_1_140,2,38_1,21.89,0.143193,229,229
38_1_141,2,38_1,21.89,0.143193,229,229
43_1_30,2,43_1,25.15,0.167554,43,43
43_1_31,2,43_1,25.15,0.167554,43,43
43_1_32,2,43_1,25.15,0.167554,43,43
43_1_33,2,43_1,25.15,0.167554,43,43
43_1_34,2,43_1,25.15,0.167554,43,43
43_1_35,2,43_1,25.15,0.167554,43,43
43_1_36,2,43_1,25.15,0.167554,43,43
43_1_37,2,43_1,25.15,0.167554,43,43
43_1_38,2,43_1,25.15,0.167554,43,43
43_1_39,2,43_1,25.15,0.167554,43,43
43_1_40,2,43_1,25.15,0.167554,43,43
43_1_41,2,43_1,25.15,0.167554,43,43
43_1_42,2,43_1,25.15,0.167554,43,43
43_1_43,2,43_1,25.15,0.167554,43,43
44_1_129,2,44_1,23.2,0.254618,235,235
44_1_130,2,44_1,23.2,0.254618,235,235
44_1_131,2,44_1,23.2,0.254618,235,235
44_1_132,2,44_1,23.2,0.254618,235,235
45_1_41,2,45_1,17.53,0.190267,72,72
45_1_42,2,45_1,17.53,0.190267,72,72
45_1_43,2,45_1,17.53,0.190267,72,72
45_1_44,2,45_1,17.53,0.190267,72,72
45_1_45,2,45_1,17.53,0.190267,72,72
45_1_46,2,45_1,17.53,0.190267,72,72
45_1_47,2,45_1,17.53,0.190267,72,72
45_1_48,2,45_1,17.53,0.190267,72,72
45_1_49,2,45_1,17.53,0.190267,72,72
45_1_50,2,45_1,17.53,0.190267,72,72
45_1_51,2,45_1,17.53,0.190267,72,72
45_1_52,2,45_1,17.53,0.190267,72,72
45_1_53,2,45_1,17.53,0.190267,72,72
45_1_54,2,45_1,17.53,0.190267,72,72
45_1_55,2,45_1,17.53,0.190267,72,72
45_1_56,2,45_1,17.53,0.190267,72,72
45_1_57,2,45_1,17.53,0.190267,72,72
45_1_58,2,45_1,17.53,0.190267,72,72
45_1_59,2,45_1,17.53,0.190267,72,72
45_1_60,2,45_1,17.53,0.190267,72,72
45_1_61,2,45_1,17.53,0.190267,72,72
45_1_62,2,45_1,17.53,0.190267,72,72
45_1_63,2,45_1,17.53,0.190267,72,72
45_1_64,2,45_1,17.53,0.190267,72,72
45_1_65,2,45_1,17.53,0.190267,72,72
45_1_66,2,45_1,17.53,0.190267,72,72
45_1_67,2,45_1,17.53,0.190267,72,72
45_1_68,2,45_1,17.53,0.190267,72,72
45_1_69,2,45_1,17.53,0.190267,72,72
45_1_70,2,45_1,17.53,0.190267,72,72
45_1_71,2,45_1,17.53,0.190267,72,72
45_1_72,2,45_1,17.53,0.190267,72,72
46_1_98,2,46_1,16.2,0.190267,127,127
46_1_99,2,46_1,16.2,0.190267,127,127
46_1_100,2,46_1,16.2,0.190267,127,127
46_1_101,2,46_1,16.2,0.190267,127,127
46_1_102,2,46_1,16.2,0.190267,127,127
46_1_103,2,46_1,16.2,0.190267,127,127
46_1_104,2,46_1,16.2,0.190267,127,127
46_1_105,2,46_1,16.2,0.190267,127,127
46_1_106,2,46_1,16.2,0.190267,127,127
46_1_107,2,46_1,16.2,0.190267,127,127
46_1_108,2,46_1,16.2,0.190267,127,127
46_1_109,2,46_1,16.2,0.190267,127,127
46_1_110,2,46_1,16.2,0.190267,127,127
46_1_111,2,46_1,16.2,0.190267,127,127
46_1_112,2,46_1,16.2,0.190267,127,127
46_1_113,2,46_1,16.2,0.190267,127,127
46_1_114,2,46_1,16.2,0.190267,127,127
46_1_115,2,46_1,16.2,0.190267,127,127
46_1_116,2,46_1,16.2,0.190267,127,127
46_1_117,2,46_1,16.2,0.190267,127,127
46_1_118,2,46_1,16.2,0.190267,127,127
46_1_119,2,46_1,16.2,0.190267,127,127
46_1_120,2,46_1,16.2,0.190267,127,127
46_1_121,2,46_1,16.2,0.190267,127,127
46_1_122,2,46_1,16.2,0.190267,127,127
46_1_123,2,46_1,16.2,0.190267,127,127
46_1_124,2,46_1,16.2,0.190267,127,127
46_1_125,2,46_1,16.2,0.190267,127,127
46_1_126,2,46_1,16.2,0.190267,127,127
46_1_127,2,46_1,16.2,0.190267,127,127
49_1_44,2,49_1,20.77,0.217936,142,142
49_1_45,2,49_1,20.77,0.217936,142,142
49_1_58,2,49_1,20.77,0.217936,142,142
52_1_1,2,52_1,28.78,0.16897,36,36
52_1_2,2,52_1,28.78,0.16897,36,36
52_1_3,2,52_1,28.78,0.16897,36,36
52_1_4,2,52_1,28.78,0.16897,36,36
52_1_5,2,52_1,28.78,0.16897,36,36
52_1_22,2,52_1,28.78,0.16897,36,36
52_1_23,2,52_1,28.78,0.16897,36,36
52_1_24,2,52_1,28.78,0.16897,36,36
52_1_25,2,52_1,28.78,0.16897,36,36
52_1_26,2,52_1,28.78,0.16897,36,36
52_1_27,2,52_1,28.78,0.16897,36,36
52_1_28,2,52_1,28.78,0.16897,36,36
52_1_29,2,52_1,28.78,0.16897,36,36
52_1_30,2,52_1,28.78,0.16897,36,36
52_1_31,2,52_1,28.78,0.16897,36,36
52_1_32,2,52_1,28.78,0.16897,36,36
52_1_33,2,52_1,28.78,0.16897,36,36
52_1_34,2,52_1,28.78,0.16897,36,36
52_1_35,2,52_1,28.78,0.16897,36,36
52_1_36,2,52_1,28.78,0.16897,36,36
53_1_53,2,53_1,20.41,0.114301,63,63
53_1_54,2,53_1,20.41,0.114301,63,63
53_1_55,2,53_1,20.41,0.114301,63,63
53_1_56,2,53_1,20.41,0.114301,63,63
55_1_16,2,55_1,20.27,0.114301,60,60
55_1_17,2,55_1,20.27,0.114301,60,60
55_1_18,2,55_1,20.27,0.114301,60,60
55_1_19,2,55_1,20.27,0.114301,60,60
55_1_20,2,55_1,20.27,0.114301,60,60
55_1_21,2,55_1,20.27,0.114301,60,60
55_1_22,2,55_1,20.27,0.114301,60,60
55_1_23,2,55_1,20.27,0.114301,60,60
55_1_24,2,55_1,20.27,0.114301,60,60
55_1_25,2,55_1,20.27,0.114301,60,60
55_1_26,2,55_1,20.27,0.114301,60,60
55_1_27,2,55_1,20.27,0.114301,60,60
55_1_28,2,55_1,20.27,0.114301,60,60
55_1_29,2,55_1,20.27,0.114301,60,60
55_1_30,2,55_1,20.27,0.114301,60,60
55_1_31,2,55_1,20.27,0.114301,60,60
55_1_32,2,55_1,20.27,0.114301,60,60
55_1_33,2,55_1,20.27,0.114301,60,60
55_1_34,2,55_1,20.27,0.114301,60,60
55_1_35,2,55_1,20.27,0.114301,60,60
55_1_36,2,55_1,20.27,0.114301,60,60
55_1_47,2,55_1,20.27,0.114301,60,60
55_1_48,2,55_1,20.27,0.114301,60,60
55_1_49,2,55_1,20.27,0.114301,60,60
55_1_50,2,55_1,20.27,0.114301,60,60
55_1_51,2,55_1,20.27,0.114301,60,60
55_1_52,2,55_1,20.27,0.114301,60,60
55_1_53,2,55_1,20.27,0.114301,60,60
55_1_54,2,55_1,20.27,0.114301,60,60
55_1_55,2,55_1,20.27,0.114301,60,60
55_1_56,2,55_1,20.27,0.114301,60,60
55_1_57,2,55_1,20.27,0.114301,60,60
55_1_58,2,55_1,20.27,0.114301,60,60
55_1_59,2,55_1,20.27,0.114301,60,60
55_1_60,2,55_1,20.27,0.114301,60,60
56_1_25,2,56_1,21.5,0.113594,34,34
56_1_26,2,56_1,21.5,0.113594,34,34
56_1_27,2,56_1,21.5,0.113594,34,34
56_1_28,2,56_1,21.5,0.113594,34,34
56_1_29,2,56_1,21.5,0.113594,34,34
56_1_30,2,56_1,21.5,0.113594,34,34
56_1_31,2,56_1,21.5,0.113594,34,34
56_1_32,2,56_1,21.5,0.113594,34,34
56_1_33,2,56_1,21.5,0.113594,34,34
56_1_34,2,56_1,21.5,0.113594,34,34
57_1_13,2,57_1,24.96,0.132349,30,30
57_1_14,2,57_1,24.96,0.132349,30,30
57_1_15,2,57_1,24.96,0.132349,30,30
57_1_16,2,57_1,24.96,0.132349,30,30
57_1_17,2,57_1,24.96,0.132349,30,30
57_1_18,2,57_1,24.96,0.132349,30,30
57_1_19,2,57_1,24.96,0.132349,30,30
57_1_20,2,57_1,24.96,0.132349,30,30
58_1_170,2,58_1,29.07,0.164478,370,370
58_1_171,2,58_1,29.07,0.164478,370,370
58_1_172,2,58_1,29.07,0.164478,370,370
58_1_173,2,58_1,29.07,0.164478,370,370
58_1_174,2,58_1,29.07,0.164478,370,370
59_1_268,2,59_1,16.86,0.121194,370,370
59_1_269,2,59_1,16.86,0.121194,370,370
59_1_270,2,59_1,16.86,0.121194,370,370
59_1_271,2,59_1,16.86,0.121194,370,370
59_1_272,2,59_1,16.86,0.121194,370,370
59_1_273,2,59_1,16.86,0.121194,370,370
59_1_274,2,59_1,16.86,0.121194,370,370
59_1_275,2,59_1,16.86,0.121194,370,370
59_1_276,2,59_1,16.86,0.121194,370,370
59_1_277,2,59_1,16.86,0.121194,370,370
59_1_278,2,59_1,16.86,0.121194,370,370
59_1_279,2,59_1,16.86,0.121194,370,370
59_1_280,2,59_1,16.86,0.121194,370,370
59_1_281,2,59_1,16.86,0.121194,370,370
59_1_282,2,59_1,16.86,0.121194,370,370
59_1_283,2,59_1,16.86,0.121194,370,370
59_1_284,2,59_1,16.86,0.121194,370,370
59_1_285,2,59_1,16.86,0.121194,370,370
59_1_286,2,59_1,16.86,0.121194,370,370
59_1_287,2,59_1,16.86,0.121194,370,370
59_1_288,2,59_1,16.86,0.121194,370,370
59_1_289,2,59_1,16.86,0.121194,370,370
59_1_290,2,59_1,16.86,0.121194,370,370
59_1_291,2,59_1,16.86,0.121194,370,370
59_1_292,2,59_1,16.86,0.121194,370,370
59_1_293,2,59_1,16.86,0.121194,370,370
59_1_294,2,59_1,16.86,0.121194,370,370
59_1_295,2,59_1,16.86,0.121194,370,370
59_1_296,2,59_1,16.86,0.121194,370,370
59_1_297,2,59_1,16.86,0.121194,370,370
59_1_345,2,59_1,16.86,0.121194,370,370
59_1_346,2,59_1,16.86,0.121194,370,370
59_1_347,2,59_1,16.86,0.121194,370,370
59_1_348,2,59_1,16.86,0.121194,370,370
59_1_349,2,59_1,16.86,0.121194,370,370
59_1_350,2,59_1,16.86,0.121194,370,370
59_1_351,2,59_1,16.86,0.121194,370,370
59_1_352,2,59_1,16.86,0.121194,370,370
59_1_353,2,59_1,16.86,0.121194,370,370
59_1_354,2,59_1,16.86,0.121194,370,370
59_1_355,2,59_1,16.86,0.121194,370,370
59_1_356,2,59_1,16.86,0.121194,370,370
59_1_357,2,59_1,16.86,0.121194,370,370
59_1_358,2,59_1,16.86,0.121194,370,370
59_1_359,2,59_1,16.86,0.121194,370,370
59_1_360,2,59_1,16.86,0.121194,370,370
59_1_361,2,59_1,16.86,0.121194,370,370
59_1_362,2,59_1,16.86,0.121194,370,370
59_1_363,2,59_1,16.86,0.121194,370,370
59_1_364,2,59_1,16.86,0.121194,370,370
59_1_365,2,59_1,16.86,0.121194,370,370
59_1_366,2,59_1,16.86,0.121194,370,370
59_1_367,2,59_1,16.86,0.121194,370,370
59_1_368,2,59_1,16.86,0.121194,370,370
59_1_369,2,59_1,16.86,0.121194,370,370
59_1_370,2,59_1,16.86,0.121194,370,370
61_1_1,2,61_1,15.58,0.090294,300,300
61_1_2,2,61_1,15.58,0.090294,300,300
61_1_3,2,61_1,15.58,0.090294,300,300
61_1_4,2,61_1,15.58,0.090294,300,300
